time(ms);MISFIRE;CATEMP11(°C);CATEMP21(°C);ECT(°C);TFTV(V);RPM(1/min);O2S12(V);O2S22(V)
0;No;-;-;-;-;-;-;-
0;No;490;-;-;-;-;-;-
32;No;490;490;-;-;-;-;-
60;No;490;490;91;-;-;-;-
91;No;490;490;91;1.63;-;-;-
123;No;490;490;91;1.63;1106;-;-
152;No;490;490;91;1.63;1096;0.53;-
182;No;490;490;92;1.63;1086;0.53;0.67
213;No;490;490;92;1.63;1076;0.53;0.68
244;No;490;490;92;1.63;1066;0.53;0.70
300;No;490;490;92;1.63;1057;0.53;0.71
331;No;490;490;92;1.63;1047;0.53;0.72
405;No;490;490;92;1.63;1037;0.53;0.74
674;No;490;490;92;1.63;1027;0.53;0.75
876;No;490;490;92;1.63;1052;0.53;0.76
1048;No;489;489;92;1.63;1076;0.54;0.78
1217;No;489;489;92;1.63;1100;0.56;0.78
1486;No;489;489;92;1.63;1124;0.57;0.77
1667;No;489;489;92;1.63;1149;0.58;0.77
1834;No;489;489;92;1.64;1173;0.60;0.77
2002;No;489;489;92;1.64;1197;0.61;0.77
2170;No;489;489;92;1.64;1222;0.63;0.77
2467;No;489;489;92;1.64;1212;0.64;0.76
2634;No;488;488;92;1.64;1203;0.63;0.76
2809;No;488;488;91;1.64;1193;0.62;0.74
2977;No;488;488;91;1.64;1184;0.62;0.73
3180;No;488;488;91;1.64;1174;0.61;0.71
3352;No;489;488;91;1.64;1165;0.60;0.69
3522;No;489;489;91;1.64;1156;0.59;0.67
3691;No;489;489;91;1.64;1146;0.58;0.65
3892;No;489;489;91;1.63;1146;0.57;0.63
4127;No;489;489;91;1.63;1146;0.56;0.62
4400;No;490;490;91;1.63;1146;0.54;0.61
4568;No;490;490;91;1.63;1147;0.52;0.61
4738;No;490;490;91;1.63;1147;0.50;0.60
4945;No;490;490;91;1.63;1147;0.49;0.59
5117;No;491;491;91;1.63;1147;0.47;0.59
5349;No;491;491;91;1.63;1148;0.45;0.58
5528;No;492;491;91;1.62;1148;0.44;0.58
5695;No;492;492;91;1.62;1149;0.43;0.57
5933;No;492;492;90;1.62;1150;0.43;0.57
6131;No;493;492;90;1.62;1150;0.42;0.56
6211;No;493;493;90;1.62;1151;0.42;0.55
6240;No;493;493;90;1.62;1152;0.41;0.55
6273;No;493;493;90;1.62;1152;0.41;0.54
6301;No;493;493;90;1.62;1153;0.41;0.54
6334;No;493;493;90;1.62;1154;0.40;0.53
6364;No;493;493;90;1.62;1155;0.41;0.52
6392;No;493;493;90;1.62;1156;0.42;0.53
6423;No;493;493;90;1.62;1157;0.43;0.54
6454;No;493;493;90;1.62;1158;0.45;0.55
6513;No;493;493;90;1.62;1159;0.46;0.56
6539;No;493;494;90;1.62;1160;0.47;0.57
6573;No;494;494;90;1.62;1161;0.48;0.58
6602;No;494;494;90;1.62;1160;0.49;0.58
6633;No;494;494;90;1.62;1160;0.49;0.59
6669;No;494;494;90;1.62;1159;0.49;0.59
6694;No;494;494;90;1.62;1159;0.49;0.59
6724;No;494;494;90;1.62;1158;0.49;0.60
6756;No;494;494;90;1.63;1158;0.49;0.60
6813;No;494;494;90;1.63;1157;0.49;0.60
6844;No;494;494;90;1.63;1156;0.49;0.60
6875;No;494;494;90;1.62;1156;0.48;0.60
6903;No;495;494;90;1.62;1156;0.48;0.60
6939;No;495;495;90;1.62;1156;0.47;0.59
6962;No;495;495;90;1.62;1156;0.46;0.58
6994;No;495;495;90;1.62;1156;0.46;0.56
7023;No;495;495;90;1.62;1157;0.45;0.55
7056;No;495;495;90;1.62;1157;0.44;0.54
7114;No;495;495;90;1.62;1157;0.43;0.52
7142;No;495;495;90;1.62;1158;0.43;0.51
7174;No;495;495;90;1.62;1160;0.43;0.50
7204;No;495;496;90;1.62;1161;0.44;0.51
7234;No;495;496;90;1.62;1162;0.44;0.52
7261;No;496;496;90;1.62;1164;0.45;0.52
7291;No;496;496;90;1.63;1165;0.46;0.53
7323;No;496;496;90;1.63;1166;0.46;0.54
7351;No;496;496;90;1.63;1168;0.47;0.55
7415;No;496;496;90;1.62;1168;0.47;0.56
7440;No;496;496;90;1.62;1167;0.48;0.57
7472;No;496;496;90;1.62;1167;0.48;0.57
7501;No;496;496;90;1.62;1167;0.49;0.58
7533;No;496;496;90;1.62;1167;0.49;0.59
7562;No;497;496;90;1.62;1167;0.50;0.59
7593;No;497;497;90;1.62;1167;0.50;0.60
7622;No;497;497;90;1.62;1167;0.51;0.60
7652;No;497;497;90;1.62;1167;0.51;0.61
7716;No;497;497;90;1.61;1168;0.51;0.62
7740;No;497;497;90;1.61;1168;0.51;0.62
7775;No;498;497;90;1.61;1169;0.51;0.61
7800;No;498;498;90;1.61;1169;0.50;0.61
7834;No;498;498;90;1.60;1170;0.50;0.61
7862;No;498;498;90;1.60;1170;0.50;0.61
7892;No;498;498;90;1.60;1171;0.50;0.61
7925;No;498;498;90;1.60;1172;0.49;0.61
7997;No;498;498;90;1.59;1174;0.49;0.61
8039;No;498;498;90;1.59;1176;0.49;0.60
8075;No;499;498;90;1.59;1178;0.49;0.60
8100;No;499;499;90;1.59;1179;0.48;0.60
8134;No;499;499;90;1.58;1181;0.48;0.59
8163;No;499;499;90;1.58;1182;0.48;0.59
8192;No;499;499;90;1.58;1184;0.48;0.58
8223;No;499;499;90;1.58;1184;0.47;0.58
8254;No;500;499;90;1.58;1184;0.49;0.58
8313;No;500;500;90;1.58;1184;0.50;0.58
8342;No;500;500;90;1.58;1184;0.51;0.59
8372;No;500;500;90;1.58;1185;0.52;0.60
8402;No;500;500;90;1.57;1185;0.53;0.60
8434;No;500;500;90;1.57;1185;0.54;0.61
8460;No;500;500;90;1.57;1185;0.55;0.62
8493;No;500;500;90;1.57;1185;0.56;0.62
8524;No;500;501;90;1.57;1185;0.56;0.63
8551;No;501;501;90;1.57;1186;0.56;0.63
8613;No;501;501;90;1.57;1186;0.56;0.63
8642;No;501;501;90;1.57;1186;0.57;0.64
8674;No;501;501;90;1.56;1186;0.57;0.64
8700;No;501;501;90;1.56;1186;0.57;0.64
8736;No;501;502;90;1.56;1186;0.57;0.64
8760;No;502;502;90;1.56;1188;0.57;0.64
8792;No;502;502;90;1.56;1189;0.56;0.65
8821;No;502;502;90;1.56;1191;0.55;0.64
8855;No;502;502;90;1.56;1192;0.54;0.63
8915;No;502;502;90;1.56;1194;0.53;0.63
8941;No;502;502;90;1.57;1196;0.52;0.62
8974;No;502;502;90;1.57;1198;0.51;0.62
9003;No;503;503;90;1.57;1199;0.50;0.61
9034;No;503;503;90;1.57;1200;0.49;0.60
9062;No;503;503;90;1.57;1202;0.50;0.60
9094;No;503;503;90;1.57;1203;0.50;0.60
9123;No;503;503;90;1.57;1204;0.51;0.60
9153;No;503;504;90;1.57;1205;0.51;0.60
9214;No;503;504;90;1.57;1206;0.52;0.60
9239;No;504;504;90;1.58;1208;0.52;0.60
9272;No;504;504;90;1.58;1209;0.53;0.60
9303;No;504;504;90;1.58;1209;0.53;0.60
9335;No;504;504;90;1.58;1209;0.54;0.60
9360;No;504;504;90;1.58;1210;0.54;0.60
9392;No;504;504;90;1.58;1210;0.54;0.61
9423;No;505;504;90;1.58;1210;0.55;0.61
9452;No;505;505;90;1.58;1210;0.55;0.62
9514;No;505;505;90;1.58;1210;0.56;0.62
9540;No;505;505;90;1.59;1210;0.56;0.63
9575;No;505;505;90;1.59;1211;0.56;0.63
9600;No;506;505;90;1.59;1212;0.55;0.64
9633;No;506;506;90;1.59;1213;0.54;0.63
9660;No;506;506;90;1.59;1214;0.53;0.63
9692;No;506;506;90;1.59;1214;0.52;0.62
9725;No;506;506;90;1.60;1216;0.51;0.61
9755;No;507;506;90;1.60;1216;0.50;0.61
9840;No;507;507;90;1.60;1217;0.49;0.60
9872;No;507;507;90;1.60;1218;0.47;0.59
9901;No;507;507;90;1.60;1219;0.49;0.59
9933;No;507;507;90;1.60;1220;0.50;0.59
9962;No;508;507;90;1.60;1221;0.51;0.59
9994;No;508;508;90;1.61;1222;0.53;0.60
10023;No;508;508;90;1.61;1223;0.54;0.60
10052;No;508;508;90;1.61;1224;0.55;0.61
10116;No;508;508;90;1.61;1225;0.56;0.61
10141;No;508;508;90;1.61;1225;0.58;0.61
10173;No;508;509;90;1.61;1226;0.58;0.62
10201;No;508;509;90;1.61;1226;0.58;0.62
10235;No;509;509;90;1.61;1227;0.58;0.62
10261;No;509;509;90;1.61;1227;0.58;0.62
10295;No;509;509;90;1.61;1228;0.58;0.62
10321;No;509;510;90;1.61;1228;0.58;0.62
10352;No;510;510;90;1.61;1228;0.58;0.62
10415;No;510;510;90;1.61;1229;0.58;0.62
10442;No;510;510;90;1.60;1230;0.57;0.63
10473;No;510;510;90;1.60;1230;0.55;0.62
10509;No;510;510;90;1.60;1231;0.54;0.62
10535;No;510;510;90;1.60;1232;0.53;0.61
10561;No;511;510;90;1.60;1232;0.52;0.60
10595;No;511;511;90;1.60;1233;0.50;0.60
10620;No;511;511;90;1.60;1234;0.49;0.59
10655;No;511;511;90;1.59;1235;0.48;0.59
10712;No;512;511;90;1.59;1236;0.49;0.58
10740;No;512;512;90;1.59;1238;0.51;0.59
10771;No;512;512;90;1.59;1239;0.52;0.59
10801;No;512;512;90;1.59;1240;0.53;0.60
10832;No;512;512;90;1.58;1242;0.55;0.60
10861;No;513;512;90;1.58;1243;0.56;0.61
10892;No;513;513;90;1.58;1244;0.57;0.61
10920;No;513;513;90;1.58;1244;0.59;0.62
10956;No;513;513;90;1.58;1244;0.58;0.62
11012;No;514;513;90;1.58;1244;0.58;0.62
11041;No;514;514;90;1.58;1244;0.58;0.62
11072;No;514;514;90;1.58;1244;0.58;0.62
11102;No;514;514;90;1.58;1244;0.58;0.63
11132;No;514;514;90;1.58;1244;0.58;0.63
11161;No;514;514;90;1.58;1244;0.57;0.63
11193;No;515;515;90;1.58;1245;0.57;0.63
11220;No;515;515;90;1.58;1247;0.56;0.63
11255;No;515;515;90;1.58;1249;0.55;0.62
11314;No;515;515;90;1.58;1251;0.54;0.62
11341;No;515;516;90;1.58;1252;0.53;0.61
11374;No;516;516;90;1.58;1254;0.51;0.61
11401;No;516;516;90;1.58;1256;0.50;0.60
11432;No;516;516;90;1.58;1258;0.49;0.60
11460;No;516;516;90;1.57;1259;0.48;0.59
11492;No;516;516;90;1.57;1260;0.49;0.59
11523;No;517;516;90;1.57;1261;0.50;0.59
11552;No;517;517;90;1.57;1262;0.51;0.59
11614;No;517;517;90;1.57;1263;0.52;0.59
11642;No;517;517;90;1.57;1264;0.53;0.59
11675;No;517;517;90;1.57;1265;0.55;0.59
11702;No;518;518;90;1.57;1266;0.56;0.59
11734;No;518;518;90;1.57;1266;0.57;0.59
11760;No;518;518;90;1.57;1267;0.57;0.59
11797;No;518;518;90;1.57;1268;0.57;0.60
11822;No;518;518;90;1.57;1268;0.57;0.60
11853;No;518;519;90;1.57;1269;0.57;0.60
11914;No;519;519;90;1.58;1270;0.57;0.61
11941;No;519;519;90;1.58;1270;0.58;0.61
11972;No;519;519;90;1.58;1271;0.58;0.61
12001;No;519;519;90;1.58;1272;0.58;0.62
12035;No;520;520;90;1.58;1272;0.56;0.62
12061;No;520;520;90;1.58;1273;0.55;0.61
12094;No;520;520;90;1.58;1274;0.54;0.61
12121;No;520;520;90;1.58;1274;0.53;0.60
12155;No;520;520;90;1.58;1275;0.51;0.59
12215;No;521;520;90;1.58;1276;0.50;0.58
12240;No;521;521;90;1.58;1276;0.49;0.58
12275;No;521;521;90;1.58;1277;0.47;0.57
12300;No;521;521;90;1.58;1278;0.49;0.56
12333;No;522;521;90;1.58;1278;0.50;0.57
12361;No;522;522;90;1.58;1278;0.51;0.57
12392;No;522;522;90;1.58;1279;0.52;0.58
12423;No;522;522;90;1.58;1280;0.53;0.58
12452;No;522;522;90;1.58;1280;0.54;0.59
12514;No;523;523;90;1.59;1281;0.55;0.60
12542;No;523;523;90;1.59;1281;0.56;0.60
12574;No;523;523;90;1.59;1281;0.56;0.61
12600;No;523;523;90;1.59;1281;0.56;0.61
12632;No;523;524;90;1.59;1281;0.57;0.61
12661;No;524;524;90;1.59;1282;0.57;0.61
12692;No;524;524;90;1.59;1282;0.57;0.61
12720;No;524;524;90;1.59;1282;0.58;0.62
12752;No;524;524;90;1.59;1282;0.58;0.62
12814;No;524;525;90;1.59;1281;0.58;0.62
12841;No;525;525;90;1.59;1280;0.58;0.62
12873;No;525;525;90;1.59;1279;0.57;0.62
12903;No;525;525;90;1.59;1278;0.57;0.62
12935;No;525;525;90;1.59;1277;0.57;0.62
12960;No;526;525;90;1.59;1276;0.56;0.61
12992;No;526;526;90;1.58;1276;0.56;0.61
13022;No;526;526;90;1.58;1274;0.55;0.61
13054;No;526;526;90;1.58;1274;0.55;0.61
13140;No;526;526;90;1.58;1275;0.54;0.61
13173;No;526;526;90;1.58;1275;0.54;0.61
13202;No;527;526;90;1.58;1275;0.53;0.61
13234;No;527;527;90;1.58;1275;0.53;0.60
13261;No;527;527;90;1.58;1275;0.52;0.60
13292;No;527;527;90;1.58;1275;0.51;0.60
13320;No;528;527;90;1.58;1275;0.51;0.60
13352;No;528;528;90;1.58;1275;0.50;0.60
13415;No;528;528;90;1.58;1275;0.50;0.60
13441;No;528;528;90;1.58;1275;0.50;0.61
13473;No;528;528;90;1.58;1275;0.50;0.61
13502;No;528;528;90;1.58;1274;0.50;0.61
13535;No;529;528;90;1.58;1274;0.50;0.62
13560;No;529;529;90;1.58;1274;0.50;0.62
13592;No;529;529;90;1.58;1274;0.50;0.63
13621;No;529;529;90;1.58;1275;0.50;0.63
13655;No;529;529;90;1.58;1276;0.51;0.64
13715;No;529;529;90;1.58;1277;0.52;0.64
13740;No;530;529;90;1.58;1278;0.52;0.64
13775;No;530;530;90;1.58;1279;0.53;0.65
13800;No;530;530;90;1.58;1280;0.53;0.65
13834;No;530;530;90;1.58;1281;0.54;0.66
13862;No;530;530;90;1.58;1282;0.55;0.66
13894;No;530;530;90;1.58;1282;0.55;0.67
13922;No;530;530;90;1.58;1281;0.56;0.67
13953;No;530;531;90;1.58;1280;0.56;0.67
14015;No;530;531;90;1.58;1280;0.57;0.67
14041;No;531;531;90;1.58;1279;0.57;0.68
14074;No;531;531;90;1.58;1278;0.58;0.68
14100;No;531;531;90;1.58;1278;0.58;0.68
14135;No;531;531;90;1.59;1277;0.59;0.68
14163;No;531;532;90;1.59;1280;0.59;0.68
14192;No;532;532;90;1.59;1283;0.58;0.68
14220;No;532;532;90;1.59;1286;0.57;0.68
14252;No;532;532;90;1.59;1289;0.55;0.67
14314;No;532;532;90;1.59;1292;0.54;0.66
14372;No;532;532;90;1.59;1295;0.53;0.66
14401;No;532;532;90;1.59;1298;0.51;0.65
14432;No;532;532;90;1.59;1301;0.50;0.64
14461;No;533;533;90;1.59;1300;0.49;0.64
14494;No;533;533;90;1.59;1299;0.49;0.63
14520;No;533;533;90;1.59;1298;0.49;0.63
14556;No;533;533;90;1.59;1296;0.49;0.63
14615;No;533;533;90;1.59;1295;0.49;0.63
14641;No;533;533;90;1.59;1294;0.50;0.63
14673;No;533;533;90;1.59;1293;0.50;0.63
14702;No;534;534;90;1.59;1292;0.50;0.63
14735;No;534;534;90;1.59;1290;0.50;0.63
14763;No;534;534;90;1.59;1288;0.50;0.63
14795;No;534;534;90;1.59;1286;0.50;0.63
14820;No;534;534;90;1.60;1285;0.50;0.63
14855;No;534;534;90;1.60;1283;0.50;0.63
14915;No;534;534;90;1.60;1281;0.50;0.63
14941;No;534;535;90;1.60;1279;0.50;0.63
14972;No;535;535;90;1.60;1278;0.50;0.63
15000;No;535;535;90;1.60;1277;0.50;0.63
15036;No;535;535;90;1.60;1277;0.50;0.63
15062;No;535;535;90;1.60;1276;0.50;0.63
15094;No;535;535;90;1.60;1276;0.50;0.63
15120;No;535;535;90;1.60;1276;0.50;0.63
15152;No;536;535;90;1.60;1275;0.50;0.63
15215;No;536;536;90;1.60;1275;0.50;0.63
15241;No;536;536;90;1.60;1274;0.50;0.63
15273;No;536;536;90;1.60;1275;0.50;0.63
15301;No;536;536;90;1.60;1275;0.50;0.63
15332;No;536;536;90;1.60;1276;0.50;0.63
15363;No;536;536;90;1.60;1276;0.50;0.63
15392;No;537;536;90;1.60;1276;0.50;0.64
15420;No;537;537;90;1.60;1276;0.50;0.64
15453;No;537;537;90;1.60;1277;0.50;0.64
15516;No;537;537;90;1.60;1277;0.50;0.65
15540;No;537;537;90;1.60;1281;0.50;0.65
15575;No;537;537;91;1.60;1284;0.50;0.66
15600;No;537;537;91;1.60;1288;0.50;0.65
15636;No;537;538;91;1.60;1291;0.50;0.65
15662;No;537;538;91;1.60;1294;0.50;0.65
15693;No;538;538;91;1.60;1298;0.50;0.65
15720;No;538;538;91;1.60;1301;0.50;0.65
15753;No;538;538;91;1.60;1304;0.50;0.64
15815;No;538;538;91;1.60;1300;0.49;0.64
15841;No;538;538;91;1.60;1296;0.49;0.64
15873;No;538;538;91;1.60;1291;0.49;0.64
15901;No;538;538;91;1.60;1287;0.49;0.64
15933;No;538;538;91;1.60;1282;0.49;0.64
15963;No;539;538;91;1.60;1278;0.49;0.64
15992;No;539;539;91;1.60;1274;0.49;0.64
16022;No;539;539;91;1.60;1269;0.49;0.64
16054;No;539;539;91;1.60;1268;0.49;0.64
16113;No;539;539;91;1.60;1266;0.50;0.64
16141;No;539;539;91;1.60;1265;0.50;0.64
16173;No;540;539;91;1.60;1264;0.50;0.64
16202;No;540;540;91;1.60;1263;0.50;0.64
16235;No;540;540;91;1.60;1262;0.50;0.65
16263;No;540;540;91;1.60;1260;0.50;0.65
16292;No;540;540;91;1.60;1259;0.50;0.65
16320;No;540;540;91;1.60;1259;0.50;0.66
16352;No;540;540;91;1.60;1260;0.50;0.66
16412;No;540;540;91;1.60;1260;0.51;0.66
16441;No;540;540;91;1.60;1260;0.51;0.66
16475;No;540;540;91;1.60;1260;0.51;0.67
16500;No;540;540;91;1.60;1260;0.51;0.67
16533;No;540;540;91;1.60;1260;0.51;0.67
16562;No;541;540;91;1.60;1260;0.51;0.67
16593;No;541;541;91;1.60;1260;0.51;0.67
16621;No;541;541;91;1.60;1259;0.51;0.67
16655;No;541;541;91;1.60;1258;0.51;0.67
16681;No;541;541;91;1.60;1258;0.51;0.67
16712;No;541;541;91;1.60;1256;0.51;0.67
16741;No;541;541;91;1.60;1256;0.51;0.67
16802;No;541;541;91;1.60;1255;0.51;0.67
16834;No;541;541;91;1.60;1254;0.51;0.67
16860;No;541;541;91;1.60;1251;0.51;0.67
16895;No;541;541;91;1.60;1248;0.51;0.67
16919;No;541;541;91;1.60;1245;0.51;0.66
16952;No;541;541;91;1.60;1242;0.51;0.66
16982;No;541;541;91;1.60;1239;0.51;0.66
17015;No;541;541;91;1.60;1236;0.51;0.66
17041;No;541;541;91;1.60;1233;0.51;0.66
17086;No;541;541;91;1.60;1230;0.51;0.66
17101;No;541;541;91;1.60;1228;0.51;0.66
17135;No;542;541;92;1.60;1225;0.51;0.66
17162;No;542;542;92;1.60;1223;0.51;0.65
17193;No;542;542;92;1.60;1220;0.51;0.65
17221;No;542;542;92;1.60;1218;0.51;0.65
17252;No;542;542;92;1.60;1216;0.51;0.65
17280;No;542;542;92;1.60;1213;0.51;0.65
17315;No;542;542;92;1.60;1211;0.51;0.65
17343;No;542;542;92;1.60;1204;0.51;0.65
17401;No;542;542;92;1.60;1198;0.51;0.65
17434;No;542;542;92;1.59;1192;0.51;0.64
17461;No;542;542;92;1.59;1185;0.51;0.64
17493;No;542;542;92;1.59;1178;0.51;0.64
17521;No;542;542;92;1.59;1172;0.51;0.64
17555;No;542;542;92;1.59;1166;0.51;0.64
17580;No;542;542;92;1.59;1159;0.51;0.64
17612;No;542;542;92;1.59;1154;0.51;0.64
17643;No;542;542;92;1.59;1148;0.51;0.64
17702;No;542;542;92;1.59;1142;0.51;0.63
17735;No;542;542;92;1.59;1136;0.51;0.63
17762;No;542;542;92;1.59;1131;0.51;0.63
17795;No;542;542;92;1.59;1125;0.51;0.63
17821;No;542;542;92;1.59;1120;0.51;0.63
17855;No;542;542;92;1.59;1114;0.51;0.63
17881;No;542;542;92;1.59;1114;0.51;0.63
17912;No;542;542;92;1.59;1115;0.51;0.63
17940;No;542;542;92;1.59;1116;0.51;0.63
17986;No;542;542;92;1.59;1117;0.51;0.63
18034;No;542;542;92;1.59;1118;0.51;0.63
18060;No;542;542;92;1.59;1118;0.51;0.63
18095;No;542;542;92;1.59;1119;0.51;0.63
18120;No;542;542;92;1.59;1120;0.51;0.63
18152;No;542;542;92;1.59;1124;0.51;0.63
18186;No;542;542;92;1.59;1127;0.51;0.63
18215;No;542;542;92;1.59;1131;0.51;0.63
18243;No;542;542;92;1.59;1135;0.51;0.63
18302;No;542;542;92;1.59;1138;0.51;0.63
18333;No;542;542;92;1.59;1142;0.51;0.63
18362;No;542;542;92;1.59;1146;0.51;0.63
18395;No;542;542;92;1.59;1150;0.51;0.63
18421;No;542;542;92;1.59;1156;0.51;0.63
18452;No;542;542;92;1.59;1162;0.51;0.63
18481;No;542;542;92;1.59;1169;0.51;0.63
18512;No;542;542;92;1.59;1176;0.51;0.63
18541;No;542;542;92;1.59;1182;0.51;0.63
18590;No;542;542;92;1.59;1188;0.51;0.63
18636;No;542;542;92;1.59;1194;0.52;0.63
18661;No;542;542;92;1.59;1201;0.52;0.63
18693;No;542;542;92;1.59;1214;0.52;0.63
18722;No;542;542;92;1.59;1228;0.52;0.64
18751;No;542;542;92;1.59;1242;0.52;0.63
18781;No;542;542;92;1.59;1255;0.52;0.63
18813;No;542;542;92;1.59;1269;0.52;0.63
18842;No;542;542;92;1.59;1282;0.52;0.63
18901;No;542;542;92;1.59;1296;0.51;0.63
18935;No;542;542;92;1.59;1310;0.51;0.63
18961;No;543;542;92;1.59;1313;0.51;0.63
18993;No;543;543;93;1.59;1316;0.51;0.63
19022;No;543;543;93;1.59;1319;0.51;0.63
19051;No;543;543;93;1.59;1322;0.51;0.63
19083;No;543;543;93;1.59;1326;0.51;0.63
19116;No;543;543;93;1.59;1329;0.51;0.63
19142;No;543;543;93;1.59;1332;0.51;0.62
19200;No;543;543;93;1.59;1335;0.51;0.62
19235;No;543;543;93;1.59;1336;0.51;0.62
19260;No;543;543;93;1.59;1336;0.52;0.62
19292;No;543;543;93;1.59;1336;0.53;0.62
19322;No;543;543;93;1.59;1337;0.54;0.62
19352;No;543;543;93;1.59;1337;0.55;0.62
19380;No;543;543;93;1.59;1338;0.56;0.62
19415;No;543;544;93;1.59;1338;0.57;0.62
19441;No;544;544;93;1.59;1338;0.58;0.62
19510;No;544;544;93;1.59;1332;0.59;0.62
19559;No;544;544;93;1.59;1326;0.59;0.62
19592;No;544;544;93;1.59;1320;0.59;0.62
19620;No;544;544;93;1.59;1313;0.59;0.63
19652;No;544;544;93;1.59;1307;0.59;0.63
19683;No;544;544;93;1.59;1300;0.59;0.64
19714;No;544;544;93;1.59;1294;0.59;0.64
19741;No;544;544;93;1.59;1288;0.59;0.64
19797;No;544;544;93;1.59;1280;0.59;0.65
19835;No;544;544;93;1.59;1274;0.59;0.65
19860;No;544;544;93;1.59;1266;0.59;0.65
19892;No;544;544;93;1.59;1259;0.59;0.65
19921;No;544;544;93;1.59;1252;0.58;0.65
19952;No;544;544;93;1.59;1245;0.58;0.65
19982;No;544;544;93;1.58;1238;0.58;0.64
20015;No;544;544;93;1.58;1231;0.58;0.64
20041;No;544;544;93;1.58;1225;0.58;0.64
20089;No;544;544;93;1.58;1219;0.58;0.64
20134;No;544;544;93;1.58;1213;0.58;0.64
20163;No;544;544;93;1.58;1206;0.57;0.64
20192;No;544;544;93;1.58;1200;0.57;0.64
20222;No;544;544;93;1.58;1194;0.57;0.64
20255;No;544;544;93;1.58;1188;0.57;0.64
20280;No;544;544;93;1.58;1182;0.57;0.64
20317;No;544;544;93;1.58;1182;0.57;0.64
20342;No;544;544;93;1.58;1182;0.57;0.64
20402;No;544;544;93;1.58;1183;0.57;0.64
20435;No;544;544;93;1.58;1183;0.57;0.64
20463;No;544;544;93;1.58;1183;0.57;0.64
20494;No;544;544;93;1.58;1183;0.57;0.64
20521;No;544;544;93;1.58;1184;0.57;0.64
20552;No;544;544;93;1.58;1184;0.57;0.64
20581;No;544;544;93;1.58;1183;0.57;0.64
20615;No;544;544;93;1.58;1183;0.57;0.64
20641;No;544;544;93;1.58;1182;0.57;0.64
20690;No;544;544;93;1.58;1182;0.57;0.64
20732;No;544;544;93;1.58;1181;0.57;0.64
20759;No;544;544;93;1.58;1181;0.57;0.64
20791;No;544;544;93;1.58;1180;0.57;0.64
20822;No;545;544;93;1.58;1180;0.57;0.64
20852;No;545;545;93;1.58;1182;0.57;0.64
20881;No;545;545;93;1.58;1184;0.57;0.64
20915;No;545;545;93;1.58;1185;0.57;0.64
20940;No;545;545;93;1.58;1187;0.57;0.64
20988;No;545;545;93;1.58;1189;0.57;0.64
21016;No;545;545;93;1.58;1191;0.57;0.64
21060;No;545;545;93;1.58;1193;0.57;0.64
21096;No;545;545;93;1.58;1194;0.57;0.64
21120;No;545;545;93;1.58;1200;0.57;0.64
21155;No;545;545;93;1.58;1206;0.57;0.64
21182;No;545;545;93;1.58;1212;0.57;0.64
21216;No;545;545;93;1.58;1218;0.57;0.64
21240;No;545;545;93;1.58;1224;0.57;0.64
21288;No;545;545;93;1.58;1230;0.56;0.64
21301;No;545;545;93;1.58;1236;0.56;0.64
21336;No;545;545;93;1.58;1242;0.56;0.64
21360;No;545;545;93;1.58;1239;0.56;0.64
21394;No;545;545;93;1.58;1237;0.56;0.64
21420;No;545;545;93;1.58;1234;0.57;0.63
21453;No;545;545;93;1.58;1232;0.57;0.63
21482;No;545;545;93;1.58;1230;0.57;0.63
21515;No;545;545;93;1.58;1227;0.57;0.63
21540;No;545;545;93;1.58;1225;0.57;0.63
21592;No;545;545;93;1.58;1222;0.57;0.63
21635;No;545;545;93;1.58;1214;0.57;0.63
21665;No;545;545;93;1.58;1206;0.57;0.63
21694;No;545;545;93;1.58;1197;0.58;0.63
21722;No;545;545;93;1.58;1188;0.58;0.63
21754;No;545;545;93;1.58;1180;0.58;0.63
21782;No;545;545;93;1.58;1171;0.58;0.63
21815;No;545;545;93;1.58;1162;0.58;0.63
21841;No;545;545;93;1.58;1154;0.58;0.63
21890;No;545;545;93;1.58;1154;0.58;0.63
21932;No;545;545;93;1.58;1154;0.58;0.64
21961;No;545;545;93;1.58;1154;0.58;0.64
21994;No;545;545;93;1.58;1154;0.58;0.64
22054;No;545;545;93;1.58;1154;0.58;0.64
22083;No;545;545;93;1.58;1154;0.58;0.64
22114;No;545;545;93;1.58;1154;0.58;0.64
22140;No;545;545;93;1.58;1154;0.58;0.64
22204;No;545;545;93;1.58;1153;0.58;0.64
22233;No;545;545;93;1.58;1152;0.58;0.64
22265;No;545;545;93;1.58;1152;0.58;0.64
22296;No;545;545;93;1.58;1151;0.58;0.64
22321;No;545;545;93;1.58;1150;0.58;0.64
22353;No;545;545;93;1.58;1150;0.58;0.64
22384;No;545;545;93;1.58;1149;0.58;0.64
22415;No;545;545;93;1.58;1148;0.58;0.64
22441;No;545;545;93;1.58;1148;0.58;0.64
22489;No;545;545;93;1.58;1148;0.58;0.64
22532;No;545;545;93;1.58;1148;0.58;0.63
22560;No;545;545;93;1.58;1148;0.58;0.63
22593;No;545;545;93;1.58;1148;0.58;0.63
22623;No;545;545;93;1.58;1148;0.58;0.63
22653;No;545;545;93;1.58;1148;0.58;0.63
22681;No;545;545;93;1.58;1148;0.58;0.63
22713;No;545;545;93;1.58;1152;0.58;0.63
22741;No;545;545;93;1.58;1156;0.58;0.63
22803;No;545;545;93;1.58;1160;0.58;0.63
