time(ms);MISFIRE;CATEMP11(°C);CATEMP21(°C);ECT(°C);TFTV(V);RPM(1/min);O2S12(V);O2S22(V)
1394621;No;653;653;96;0.59;1249;0.78;0.75
1394653;No;653;653;96;0.59;1250;0.78;0.75
1394682;No;653;653;96;0.59;1251;0.78;0.75
1394714;No;653;653;96;0.59;1252;0.78;0.75
1394741;No;653;653;96;0.59;1252;0.78;0.75
1394792;No;653;653;96;0.59;1253;0.78;0.74
1394833;No;653;653;96;0.59;1254;0.78;0.74
1394863;No;653;653;96;0.59;1254;0.78;0.74
1394895;No;653;653;96;0.59;1254;0.78;0.74
1394921;No;653;653;96;0.59;1254;0.78;0.74
1394954;No;653;653;96;0.59;1254;0.78;0.75
1394983;No;653;653;96;0.59;1254;0.78;0.75
1395014;No;653;653;96;0.59;1254;0.78;0.75
1395040;No;653;653;96;0.59;1255;0.78;0.75
1395093;No;653;653;96;0.59;1255;0.78;0.75
1395131;No;653;653;96;0.59;1255;0.78;0.75
1395165;No;653;653;96;0.59;1255;0.78;0.75
1395193;No;653;653;96;0.59;1256;0.78;0.75
1395224;No;653;653;96;0.59;1256;0.78;0.75
1395254;No;653;653;96;0.59;1256;0.78;0.75
1395283;No;653;653;96;0.59;1256;0.78;0.75
1395311;No;653;653;96;0.59;1256;0.78;0.75
1395343;No;653;653;96;0.59;1256;0.78;0.75
1395391;No;653;653;96;0.59;1257;0.78;0.75
1395432;No;653;653;96;0.59;1258;0.78;0.75
1395494;No;653;653;96;0.59;1258;0.78;0.75
1395523;No;653;653;96;0.59;1259;0.78;0.75
1395554;No;653;653;96;0.59;1260;0.78;0.75
1395580;No;653;653;96;0.59;1260;0.78;0.75
1395613;No;653;653;96;0.59;1261;0.78;0.75
1395644;No;653;653;96;0.59;1261;0.78;0.75
1395690;No;653;653;96;0.59;1261;0.78;0.75
1395731;No;653;653;96;0.59;1262;0.78;0.75
1395765;No;653;653;96;0.58;1262;0.78;0.75
1395794;No;653;653;96;0.58;1262;0.78;0.75
1395822;No;653;653;96;0.58;1262;0.78;0.75
1395856;No;653;653;96;0.58;1263;0.78;0.75
1395884;No;653;653;96;0.58;1263;0.78;0.75
1395910;No;653;653;96;0.58;1263;0.78;0.75
1395941;No;653;653;96;0.58;1262;0.78;0.75
1395993;No;653;653;96;0.58;1262;0.78;0.75
1396031;No;653;653;96;0.58;1262;0.78;0.75
1396065;No;653;653;96;0.58;1262;0.78;0.75
1396092;No;653;653;96;0.58;1261;0.78;0.75
1396123;No;653;653;96;0.58;1261;0.78;0.75
1396155;No;653;653;96;0.58;1260;0.78;0.74
1396186;No;653;653;96;0.58;1260;0.78;0.74
1396215;No;653;653;96;0.58;1260;0.78;0.74
1396245;No;653;653;96;0.58;1260;0.78;0.74
1396292;No;653;653;96;0.58;1260;0.78;0.74
1396332;No;653;653;96;0.58;1260;0.78;0.74
1396365;No;653;653;96;0.58;1259;0.78;0.74
1396392;No;653;653;96;0.58;1259;0.78;0.74
1396420;No;653;653;96;0.58;1259;0.78;0.74
1396455;No;653;653;96;0.58;1259;0.78;0.74
1396480;No;653;653;96;0.58;1259;0.78;0.74
1396513;No;653;653;96;0.59;1260;0.78;0.74
1396545;No;653;653;96;0.59;1260;0.78;0.74
1396592;No;653;653;96;0.59;1260;0.79;0.74
1396633;No;653;653;96;0.59;1260;0.79;0.74
1396667;No;653;653;96;0.59;1261;0.79;0.74
1396691;No;653;653;96;0.59;1261;0.79;0.74
1396738;No;653;653;96;0.59;1261;0.79;0.74
1396782;No;653;653;96;0.59;1261;0.79;0.74
1396814;No;653;653;96;0.59;1261;0.79;0.74
1396843;No;653;653;96;0.58;1261;0.79;0.74
1396893;No;653;653;96;0.58;1261;0.79;0.74
1396930;No;653;653;96;0.58;1261;0.79;0.74
1396966;No;653;653;96;0.58;1261;0.79;0.74
1396995;No;653;653;96;0.58;1261;0.79;0.74
1397024;No;653;653;96;0.58;1261;0.79;0.74
1397055;No;653;653;96;0.58;1261;0.79;0.74
1397083;No;653;653;96;0.58;1261;0.79;0.74
1397115;No;652;652;96;0.58;1261;0.79;0.74
1397143;No;652;652;96;0.58;1261;0.79;0.74
1397193;No;652;652;96;0.58;1260;0.79;0.74
1397231;No;652;652;96;0.58;1260;0.79;0.74
1397265;No;652;652;96;0.58;1260;0.79;0.74
1397293;No;652;652;96;0.58;1261;0.79;0.74
1397323;No;652;652;96;0.58;1261;0.79;0.74
1397354;No;652;652;96;0.58;1262;0.79;0.74
1397381;No;652;652;96;0.58;1262;0.79;0.74
1397411;No;652;652;96;0.58;1263;0.79;0.74
1397442;No;652;652;96;0.58;1264;0.79;0.74
1397493;No;652;652;96;0.58;1264;0.79;0.74
1397532;No;652;652;96;0.58;1264;0.79;0.74
1397564;No;652;652;96;0.58;1264;0.79;0.74
1397593;No;652;652;96;0.58;1262;0.79;0.74
1397620;No;652;652;96;0.58;1261;0.79;0.74
1397654;No;652;652;96;0.58;1260;0.79;0.74
1397684;No;652;652;96;0.58;1259;0.79;0.74
1397711;No;652;652;96;0.58;1258;0.78;0.74
1397744;No;652;652;96;0.58;1257;0.78;0.74
1397799;No;652;652;96;0.58;1256;0.78;0.74
1397832;No;652;652;96;0.58;1256;0.78;0.74
1397864;No;652;652;97;0.58;1256;0.78;0.74
1397893;No;651;652;97;0.58;1256;0.78;0.74
1397924;No;651;651;97;0.58;1256;0.78;0.74
1397955;No;651;651;97;0.58;1256;0.78;0.74
1397981;No;651;651;97;0.58;1256;0.78;0.74
1398018;No;651;651;97;0.58;1256;0.78;0.74
1398045;No;651;651;97;0.58;1256;0.78;0.74
1398092;No;651;651;97;0.58;1256;0.78;0.74
1398131;No;651;651;97;0.58;1255;0.78;0.74
1398166;No;651;651;97;0.58;1255;0.78;0.74
1398194;No;651;651;97;0.58;1254;0.78;0.74
1398223;No;651;651;97;0.58;1254;0.78;0.74
1398255;No;651;651;97;0.58;1254;0.78;0.74
1398280;No;651;651;97;0.58;1253;0.78;0.74
1398311;No;651;651;97;0.58;1253;0.78;0.74
1398344;No;651;651;97;0.58;1275;0.78;0.74
1398396;No;651;651;97;0.58;1297;0.78;0.74
1398434;No;651;651;97;0.58;1320;0.78;0.74
1398464;No;651;651;97;0.58;1342;0.78;0.75
1398495;No;651;651;97;0.58;1364;0.79;0.75
1398524;No;651;651;97;0.58;1386;0.79;0.75
1398556;No;651;651;97;0.58;1409;0.79;0.75
1398584;No;651;651;97;0.58;1431;0.79;0.75
1398611;No;651;651;97;0.58;1440;0.79;0.75
1398643;No;651;651;97;0.58;1450;0.79;0.75
1398692;No;651;651;97;0.58;1460;0.79;0.75
1398731;No;651;651;97;0.58;1469;0.80;0.75
1398765;No;651;651;97;0.58;1478;0.80;0.75
1398793;No;650;651;97;0.58;1488;0.80;0.75
1398824;No;650;650;97;0.58;1498;0.81;0.75
1398857;No;650;650;97;0.58;1507;0.81;0.75
1398885;No;650;650;97;0.58;1490;0.81;0.75
1398913;No;650;650;97;0.58;1473;0.81;0.75
1398941;No;650;650;97;0.58;1456;0.81;0.75
1398992;No;650;650;97;0.58;1438;0.81;0.75
1399032;No;650;650;97;0.58;1421;0.81;0.75
1399064;No;650;650;97;0.58;1404;0.81;0.75
1399094;No;650;650;97;0.58;1387;0.81;0.75
1399123;No;650;650;97;0.58;1370;0.81;0.75
1399155;No;650;650;97;0.58;1367;0.81;0.75
1399183;No;650;650;97;0.58;1365;0.81;0.75
1399213;No;650;650;97;0.58;1362;0.81;0.75
1399244;No;650;650;97;0.58;1360;0.81;0.76
1399315;No;650;650;97;0.58;1357;0.81;0.76
1399331;No;650;650;97;0.58;1355;0.81;0.76
1399364;No;650;650;97;0.58;1352;0.81;0.76
1399391;No;650;650;97;0.58;1350;0.81;0.76
1399422;No;650;650;97;0.58;1345;0.81;0.76
1399453;No;650;650;97;0.58;1340;0.81;0.76
1399484;No;650;650;97;0.59;1334;0.81;0.76
1399513;No;650;650;97;0.59;1329;0.80;0.76
1399544;No;650;650;97;0.59;1324;0.80;0.76
1399591;No;650;650;97;0.59;1319;0.80;0.76
1399633;No;650;650;97;0.59;1314;0.80;0.76
1399663;No;650;650;97;0.59;1308;0.79;0.76
1399694;No;650;650;97;0.59;1306;0.79;0.76
1399725;No;650;650;97;0.59;1304;0.79;0.76
1399753;No;650;650;97;0.59;1302;0.79;0.75
1399785;No;650;650;97;0.58;1300;0.79;0.75
1399811;No;650;650;97;0.58;1297;0.79;0.75
1399843;No;650;650;97;0.58;1295;0.78;0.74
1399892;No;650;650;97;0.58;1293;0.78;0.74
1399931;No;650;650;97;0.58;1290;0.78;0.74
1399963;No;650;650;97;0.58;1289;0.78;0.73
1399991;No;650;650;97;0.58;1287;0.78;0.73
1400023;No;650;650;97;0.58;1286;0.78;0.73
1400054;No;650;650;97;0.58;1284;0.78;0.73
1400084;No;650;650;97;0.58;1282;0.78;0.73
1400113;No;650;650;97;0.58;1281;0.78;0.73
1400144;No;650;650;97;0.58;1279;0.78;0.73
1400191;No;650;650;97;0.58;1278;0.78;0.74
1400231;No;650;650;97;0.58;1278;0.78;0.74
1400264;No;650;650;97;0.58;1278;0.78;0.74
1400293;No;650;650;97;0.58;1278;0.78;0.74
1400324;No;650;650;97;0.58;1278;0.78;0.74
1400355;No;650;650;97;0.58;1278;0.78;0.74
1400380;No;649;650;97;0.58;1278;0.78;0.74
1400414;No;649;649;97;0.58;1278;0.78;0.74
1400444;No;649;649;97;0.58;1278;0.78;0.74
1400492;No;649;649;97;0.58;1279;0.78;0.74
1400531;No;649;649;97;0.58;1280;0.78;0.74
1400579;No;649;649;97;0.58;1280;0.78;0.74
1400590;No;649;649;97;0.58;1281;0.78;0.74
1400626;No;649;649;97;0.58;1282;0.78;0.74
1400653;No;649;649;97;0.58;1282;0.78;0.74
1400681;No;649;649;97;0.58;1283;0.78;0.74
1400714;No;649;649;97;0.58;1284;0.78;0.74
1400744;No;649;649;97;0.58;1283;0.78;0.74
1400791;No;649;649;97;0.58;1283;0.78;0.74
1400831;No;649;649;97;0.58;1282;0.78;0.74
1400864;No;649;649;97;0.58;1282;0.78;0.74
1400891;No;649;649;97;0.58;1282;0.78;0.74
1400921;No;649;649;97;0.58;1281;0.78;0.74
1400953;No;648;648;97;0.58;1281;0.78;0.74
1400984;No;648;648;97;0.58;1280;0.78;0.74
1401014;No;648;648;97;0.58;1281;0.78;0.74
1401041;No;648;648;97;0.58;1281;0.78;0.74
1401094;No;648;648;97;0.58;1282;0.78;0.74
1401134;No;648;648;97;0.58;1282;0.78;0.74
1401165;No;648;648;97;0.58;1282;0.78;0.74
1401193;No;648;648;97;0.58;1282;0.78;0.74
1401224;No;648;648;97;0.58;1283;0.78;0.74
1401255;No;648;648;97;0.58;1283;0.78;0.74
1401283;No;648;648;97;0.58;1283;0.78;0.74
1401314;No;648;648;97;0.58;1282;0.78;0.74
1401342;No;648;648;97;0.58;1282;0.78;0.74
1401391;No;648;648;97;0.58;1282;0.78;0.74
1401432;No;648;648;97;0.58;1281;0.78;0.74
1401463;No;648;648;97;0.58;1281;0.78;0.74
1401495;No;648;648;97;0.58;1280;0.78;0.74
1401521;No;647;647;97;0.58;1280;0.78;0.74
1401553;No;647;647;97;0.58;1280;0.78;0.74
1401584;No;647;647;97;0.58;1280;0.78;0.74
1401612;No;647;647;97;0.58;1281;0.78;0.74
1401644;No;647;647;97;0.58;1282;0.78;0.74
1401691;No;647;647;97;0.58;1282;0.78;0.75
1401733;No;647;647;97;0.58;1282;0.78;0.75
1401764;No;647;647;97;0.58;1282;0.78;0.75
1401791;No;647;647;97;0.58;1283;0.78;0.75
1401821;No;647;647;97;0.58;1284;0.78;0.75
1401861;No;647;647;97;0.58;1284;0.78;0.75
1401884;No;647;647;97;0.58;1284;0.78;0.75
1401912;No;647;647;97;0.58;1284;0.78;0.75
1401943;No;646;647;97;0.58;1285;0.78;0.75
1401991;No;646;646;97;0.58;1285;0.78;0.75
1402034;No;646;646;97;0.58;1286;0.78;0.75
1402063;No;646;646;97;0.58;1286;0.78;0.75
1402091;No;646;646;97;0.58;1285;0.78;0.75
1402123;No;646;646;97;0.58;1284;0.78;0.75
1402156;No;646;646;97;0.59;1284;0.78;0.75
1402184;No;646;646;97;0.59;1283;0.78;0.75
1402213;No;646;646;97;0.59;1282;0.78;0.75
1402241;No;646;646;97;0.59;1281;0.78;0.75
1402294;No;646;646;97;0.59;1280;0.78;0.75
1402333;No;646;646;97;0.59;1279;0.78;0.75
1402363;No;646;646;97;0.59;1280;0.78;0.75
1402394;No;646;646;97;0.59;1280;0.78;0.75
1402424;No;646;646;97;0.59;1280;0.78;0.75
1402456;No;646;646;97;0.58;1280;0.78;0.75
1402484;No;646;646;97;0.58;1281;0.78;0.75
1402515;No;646;646;97;0.58;1281;0.78;0.75
1402543;No;646;645;97;0.58;1281;0.78;0.75
1402591;No;645;645;97;0.58;1282;0.78;0.74
1402635;No;645;645;97;0.58;1280;0.78;0.74
1402664;No;645;645;97;0.58;1279;0.78;0.74
1402694;No;645;645;97;0.58;1278;0.78;0.74
1402721;No;645;645;97;0.58;1276;0.78;0.74
1402756;No;645;645;97;0.58;1275;0.78;0.75
1402781;No;645;645;97;0.58;1274;0.78;0.75
1402814;No;645;645;97;0.58;1272;0.78;0.75
1402843;No;645;645;97;0.58;1271;0.78;0.75
1402892;No;645;645;97;0.58;1270;0.78;0.75
1402933;No;645;645;97;0.58;1270;0.78;0.75
1402966;No;645;645;97;0.59;1270;0.78;0.75
1402993;No;645;645;97;0.59;1270;0.78;0.75
1403023;No;645;645;97;0.59;1270;0.78;0.75
1403054;No;645;645;97;0.59;1270;0.78;0.75
1403083;No;645;645;97;0.59;1269;0.78;0.75
1403114;No;645;645;97;0.59;1269;0.78;0.74
1403191;No;645;645;97;0.59;1267;0.78;0.74
1403232;No;645;645;97;0.59;1264;0.78;0.74
1403263;No;645;645;97;0.59;1262;0.78;0.74
1403294;No;644;645;97;0.59;1260;0.78;0.74
1403327;No;644;644;97;0.59;1258;0.78;0.75
1403353;No;644;644;97;0.59;1255;0.78;0.75
1403384;No;644;644;97;0.59;1253;0.78;0.75
1403413;No;644;644;97;0.59;1251;0.78;0.75
1403444;No;644;644;97;0.59;1251;0.78;0.75
1403490;No;644;644;97;0.59;1251;0.78;0.75
1403532;No;644;644;97;0.59;1252;0.78;0.75
1403560;No;644;644;97;0.59;1252;0.78;0.75
1403592;No;644;644;97;0.59;1252;0.78;0.75
1403624;No;644;644;97;0.59;1252;0.78;0.75
1403654;No;644;644;97;0.59;1253;0.78;0.75
1403683;No;644;644;97;0.59;1253;0.78;0.74
1403713;No;644;644;97;0.59;1252;0.78;0.74
1403741;No;644;644;97;0.59;1251;0.78;0.74
1403790;No;644;644;97;0.59;1250;0.78;0.74
1403832;No;644;644;97;0.58;1250;0.78;0.74
1403864;No;644;644;97;0.58;1249;0.78;0.74
1403893;No;643;644;97;0.58;1248;0.78;0.74
1403924;No;643;643;97;0.58;1247;0.78;0.74
1403954;No;643;643;97;0.58;1246;0.78;0.74
1403981;No;643;643;97;0.58;1244;0.78;0.74
1404013;No;643;643;97;0.58;1242;0.78;0.74
1404046;No;643;643;97;0.58;1240;0.78;0.72
1404090;No;643;643;97;0.58;1237;0.78;0.70
1404132;No;643;643;97;0.58;1235;0.78;0.69
1404165;No;643;643;97;0.58;1232;0.77;0.67
1404195;No;643;643;97;0.58;1230;0.77;0.65
1404221;No;643;643;97;0.58;1228;0.77;0.64
1404255;No;643;643;97;0.58;1226;0.77;0.62
1404281;No;643;642;97;0.58;1224;0.77;0.60
1404314;No;643;642;97;0.58;1221;0.76;0.54
1404342;No;642;642;97;0.58;1219;0.76;0.48
1404388;No;642;642;97;0.58;1216;0.75;0.42
1404433;No;642;642;97;0.58;1214;0.75;0.35
1404465;No;642;642;97;0.58;1212;0.74;0.29
1404493;No;642;642;97;0.58;1210;0.73;0.23
1404522;No;642;642;97;0.58;1208;0.73;0.17
1404555;No;642;642;97;0.58;1206;0.65;0.10
1404584;No;642;642;97;0.58;1204;0.57;0.09
1404613;No;642;642;97;0.58;1202;0.49;0.08
1404644;No;642;642;97;0.58;1201;0.41;0.07
1404691;No;642;642;97;0.58;1199;0.33;0.06
1404731;No;642;642;97;0.58;1197;0.25;0.05
1404763;No;642;642;97;0.58;1195;0.17;0.04
1404795;No;642;642;97;0.58;1193;0.08;0.04
1404823;No;642;642;97;0.58;1191;0.08;0.03
1404856;No;641;642;97;0.58;1189;0.07;0.02
1404884;No;641;641;97;0.58;1187;0.06;0.02
1404915;No;641;641;97;0.58;1185;0.05;0.02
1404943;No;641;641;97;0.58;1183;0.05;0.02
1404993;No;641;641;97;0.58;1181;0.04;0.02
1405030;No;641;641;97;0.58;1179;0.03;0.01
1405063;No;641;641;97;0.58;1178;0.03;0.01
1405091;No;641;641;97;0.58;1176;0.02;0.01
1405125;No;641;641;97;0.58;1174;0.02;0.01
1405156;No;641;641;97;0.58;1173;0.02;0.01
1405184;No;641;641;97;0.58;1172;0.02;0.01
1405215;No;641;641;97;0.58;1170;0.02;0.01
1405241;No;641;641;97;0.58;1168;0.01;0.00
1405302;No;641;641;97;0.58;1167;0.01;0.00
1405334;No;640;640;97;0.58;1166;0.01;0.00
1405363;No;640;640;97;0.58;1164;0.01;0.00
1405394;No;640;640;97;0.58;1162;0.01;0.00
1405424;No;640;640;97;0.58;1161;0.01;0.00
1405458;No;640;640;97;0.58;1160;0.01;0.00
1405483;No;640;640;97;0.58;1158;0.01;-0.00
1405514;No;640;640;97;0.58;1157;0.01;-0.00
1405541;No;640;640;97;0.58;1155;0.01;-0.00
1405594;No;640;640;97;0.58;1154;0.01;-0.00
1405632;No;640;640;97;0.58;1154;0.00;-0.00
1405663;No;640;640;97;0.58;1152;0.00;-0.00
1405701;No;640;640;97;0.58;1152;0.00;-0.00
1405724;No;640;640;97;0.58;1150;0.00;-0.00
1405755;No;640;640;97;0.58;1150;0.00;-0.00
1405783;No;640;640;97;0.58;1149;0.00;-0.01
1405811;No;640;639;97;0.58;1148;0.00;-0.01
1405843;No;639;639;97;0.58;1148;0.00;-0.01
1405892;No;639;639;97;0.58;1147;0.00;-0.01
1405932;No;639;639;97;0.58;1147;0.00;-0.01
1405963;No;639;639;97;0.58;1147;0.00;-0.01
1405994;No;639;639;97;0.58;1146;-0.00;-0.01
1406024;No;639;639;97;0.58;1146;-0.00;-0.01
1406055;No;639;639;97;0.58;1146;-0.00;-0.01
1406085;No;639;639;97;0.58;1146;-0.00;-0.01
1406111;No;639;639;97;0.58;1145;-0.00;-0.01
1406143;No;639;639;97;0.58;1145;-0.00;-0.01
1406191;No;639;639;97;0.58;1144;-0.00;-0.01
1406233;No;639;639;97;0.58;1144;-0.00;-0.01
1406266;No;638;639;97;0.58;1143;-0.00;-0.01
1406294;No;638;638;97;0.58;1143;-0.00;-0.01
1406321;No;638;638;97;0.58;1142;-0.00;-0.01
1406355;No;638;638;97;0.58;1142;-0.00;-0.01
1406381;No;638;638;97;0.58;1142;-0.00;-0.01
1406411;No;638;638;97;0.58;1142;-0.00;-0.01
1406441;No;638;638;97;0.58;1141;-0.00;-0.01
1406493;No;638;638;97;0.58;1141;-0.00;-0.01
1406531;No;638;638;97;0.58;1141;-0.00;-0.01
1406565;No;638;638;97;0.58;1141;-0.00;-0.01
1406591;No;638;638;97;0.58;1140;-0.00;-0.01
1406620;No;638;638;97;0.58;1140;-0.00;-0.01
1406653;No;638;638;97;0.58;1140;-0.00;-0.01
1406681;No;638;638;97;0.58;1140;-0.00;-0.01
1406713;No;638;638;97;0.58;1139;-0.00;-0.01
1406745;No;638;637;97;0.58;1139;-0.00;-0.01
1406793;No;637;637;97;0.58;1138;-0.00;-0.01
1406834;No;637;637;97;0.58;1138;-0.00;-0.00
1406863;No;637;637;97;0.58;1138;-0.00;-0.00
1406894;No;637;637;97;0.58;1138;-0.00;-0.00
1406924;No;637;637;97;0.58;1138;-0.00;-0.00
1406956;No;637;637;97;0.58;1138;-0.00;-0.00
1407013;No;637;637;97;0.58;1138;-0.00;-0.00
1407044;No;637;637;97;0.58;1138;-0.00;-0.00
1407091;No;637;637;97;0.58;1138;-0.00;-0.00
1407132;No;637;636;97;0.58;1138;-0.00;-0.00
1407163;No;636;636;97;0.58;1138;-0.00;-0.00
1407194;No;636;636;97;0.58;1138;-0.00;-0.00
1407224;No;636;636;97;0.58;1138;-0.00;-0.00
1407253;No;636;636;97;0.58;1138;-0.00;-0.00
1407284;No;636;636;97;0.58;1138;-0.00;-0.00
1407314;No;636;636;97;0.58;1138;-0.00;-0.00
1407344;No;636;636;97;0.58;1138;-0.00;-0.00
1407391;No;636;636;97;0.58;1139;-0.00;-0.00
1407431;No;636;636;97;0.58;1139;-0.00;-0.00
1407461;No;636;636;97;0.58;1139;-0.00;-0.00
1407494;No;636;636;97;0.58;1139;-0.00;-0.00
1407523;No;636;636;97;0.58;1139;-0.00;-0.00
1407555;No;636;636;97;0.58;1138;-0.00;-0.00
1407584;No;635;636;97;0.58;1138;-0.00;-0.00
1407612;No;635;635;97;0.58;1138;-0.00;-0.00
1407644;No;635;635;97;0.58;1138;-0.00;-0.00
1407692;No;635;635;97;0.58;1138;-0.00;-0.00
1407731;No;635;635;97;0.58;1138;-0.00;-0.00
1407761;No;635;635;97;0.58;1138;-0.00;-0.00
1407791;No;635;635;97;0.58;1138;-0.00;-0.00
1407822;No;635;635;97;0.58;1138;-0.00;-0.00
1407855;No;635;635;97;0.58;1138;-0.00;-0.00
1407881;No;635;635;97;0.58;1138;-0.00;-0.00
1407914;No;635;635;97;0.58;1138;0.00;-0.00
1407942;No;635;635;97;0.58;1138;0.00;-0.00
1407991;No;635;635;97;0.58;1138;0.00;-0.00
1408033;No;635;634;97;0.58;1138;0.00;-0.00
1408064;No;634;634;97;0.58;1138;0.00;-0.00
1408091;No;634;634;97;0.58;1137;0.00;-0.00
1408121;No;634;634;97;0.58;1137;0.00;-0.00
1408155;No;634;634;97;0.58;1137;0.00;-0.00
1408185;No;634;634;97;0.58;1137;0.00;-0.00
1408211;No;634;634;97;0.58;1136;0.00;0.00
1408250;No;634;634;97;0.58;1136;0.00;0.00
1408332;No;634;634;97;0.58;1136;0.00;0.00
1408364;No;634;634;97;0.58;1137;0.00;0.00
1408395;No;634;634;96;0.58;1137;0.00;0.00
1408421;No;634;634;96;0.58;1137;0.00;0.00
1408455;No;633;634;96;0.58;1137;0.00;0.00
1408483;No;633;633;96;0.58;1138;0.00;0.00
1408514;No;633;633;96;0.58;1138;0.00;0.00
1408544;No;633;633;96;0.58;1138;0.00;0.00
1408591;No;633;633;96;0.58;1138;0.00;0.00
1408630;No;633;633;96;0.58;1138;0.00;0.00
1408663;No;633;633;96;0.58;1139;0.00;0.00
1408693;No;633;633;96;0.58;1139;0.00;0.00
1408721;No;633;633;96;0.58;1139;0.00;0.00
1408755;No;633;633;96;0.58;1139;0.00;0.00
1408783;No;633;633;96;0.58;1140;0.00;0.00
1408811;No;633;632;96;0.58;1140;0.00;0.00
1408844;No;632;632;96;0.58;1140;0.00;0.00
1408891;No;632;632;96;0.58;1140;0.00;0.00
1408932;No;632;632;96;0.58;1141;0.00;0.00
1408963;No;632;632;96;0.58;1141;0.00;0.00
1408991;No;632;632;96;0.58;1141;0.00;0.00
1409021;No;632;632;96;0.58;1142;0.00;0.00
1409053;No;632;632;96;0.58;1142;0.00;0.00
1409081;No;632;632;96;0.58;1142;0.00;0.00
1409111;No;632;632;96;0.58;1142;0.00;0.00
1409144;No;632;632;96;0.58;1142;0.00;0.00
1409192;No;632;632;96;0.58;1142;0.00;0.00
1409232;No;632;632;96;0.58;1142;0.00;0.00
1409263;No;632;632;96;0.58;1142;0.00;0.00
1409291;No;631;632;96;0.58;1142;0.00;0.00
1409321;No;631;631;96;0.58;1142;0.00;0.00
1409355;No;631;631;96;0.58;1142;0.00;0.00
1409384;No;631;631;96;0.58;1142;0.00;0.00
1409412;No;631;631;96;0.58;1142;0.00;0.00
1409442;No;631;631;96;0.58;1142;0.00;0.00
1409491;No;631;631;96;0.58;1143;0.00;0.00
1409539;No;631;631;96;0.58;1143;0.00;0.00
1409564;No;631;631;96;0.58;1143;0.00;0.00
1409594;No;631;631;96;0.58;1143;0.00;0.00
1409625;No;631;631;96;0.58;1144;0.00;0.00
1409655;No;631;630;96;0.58;1144;0.01;0.00
1409683;No;630;630;96;0.58;1144;0.01;0.00
1409711;No;630;630;96;0.58;1144;0.01;0.00
1409747;No;630;630;96;0.58;1144;0.01;0.00
1409792;No;630;630;96;0.58;1144;0.01;0.00
1409832;No;630;630;96;0.58;1144;0.01;0.00
1409861;No;630;630;96;0.58;1144;0.01;0.00
1409894;No;630;630;96;0.58;1144;0.01;0.00
1409922;No;630;630;96;0.58;1146;0.01;0.00
1409954;No;630;630;96;0.58;1147;0.01;0.00
1409983;No;630;630;96;0.58;1148;0.01;0.00
1410013;No;630;630;96;0.58;1150;0.01;0.00
1410044;No;630;630;96;0.58;1151;0.01;0.00
1410071;No;630;630;96;0.58;1152;0.01;0.00
1410104;No;629;629;96;0.58;1154;0.01;0.00
1410130;No;629;629;96;0.58;1155;0.01;0.00
1410165;No;629;629;96;0.58;1147;0.01;0.00
1410191;No;629;629;96;0.58;1139;0.01;0.01
1410222;No;629;629;96;0.58;1131;0.01;0.01
1410253;No;629;629;96;0.58;1123;0.01;0.01
1410284;No;629;629;96;0.58;1115;0.01;0.01
1410313;No;629;628;96;0.58;1107;0.01;0.01
1410344;No;629;628;96;0.58;1100;0.01;0.01
1410390;No;628;628;96;0.58;1092;0.01;0.01
1410430;No;628;628;96;0.58;1095;0.01;0.01
1410464;No;628;628;96;0.58;1098;0.01;0.01
1410490;No;628;628;96;0.58;1102;0.01;0.01
1410521;No;628;628;96;0.58;1106;0.01;0.01
1410555;No;628;628;96;0.58;1109;0.02;0.01
1410585;No;628;628;96;0.58;1112;0.02;0.02
1410611;No;628;628;96;0.58;1116;0.02;0.02
1410640;No;628;628;96;0.58;1119;0.02;0.02
1410690;No;627;628;96;0.58;1121;0.03;0.02
1410731;No;627;627;96;0.58;1122;0.03;0.03
1410764;No;627;627;96;0.58;1124;0.03;0.03
1410792;No;627;627;96;0.58;1126;0.03;0.03
1410854;No;627;627;96;0.58;1127;0.03;0.03
1410882;No;627;627;96;0.58;1129;0.03;0.03
1410914;No;626;627;96;0.58;1130;0.03;0.03
1410941;No;626;626;96;0.58;1132;0.03;0.04
1410990;No;626;626;96;0.58;1128;0.04;0.04
1411032;No;626;626;96;0.58;1125;0.04;0.04
1411061;No;626;626;96;0.58;1122;0.04;0.04
1411094;No;626;626;96;0.58;1118;0.04;0.04
1411121;No;626;626;96;0.58;1115;0.04;0.04
1411158;No;626;626;96;0.58;1111;0.04;0.04
1411183;No;626;626;96;0.58;1108;0.04;0.04
1411214;No;626;626;96;0.58;1104;0.04;0.04
1411244;No;626;626;96;0.58;1104;0.04;0.04
1411290;No;626;625;96;0.58;1103;0.05;0.04
1411331;No;626;625;95;0.58;1102;0.05;0.05
1411364;No;625;625;95;0.58;1101;0.05;0.05
1411391;No;625;625;95;0.58;1100;0.05;0.05
1411422;No;625;625;95;0.58;1100;0.05;0.05
1411455;No;625;625;95;0.58;1099;0.05;0.05
1411484;No;625;625;95;0.58;1098;0.05;0.05
1411515;No;625;625;95;0.58;1102;0.05;0.05
1411541;No;625;625;95;0.58;1105;0.05;0.05
1411590;No;625;625;95;0.58;1109;0.05;0.05
1411634;No;624;625;95;0.58;1112;0.05;0.05
1411663;No;624;624;95;0.58;1116;0.05;0.05
1411691;No;624;624;95;0.58;1119;0.05;0.05
1411720;No;624;624;95;0.58;1123;0.05;0.05
1411756;No;624;624;95;0.58;1126;0.05;0.05
