time(ms);MISFIRE;CATEMP11(°C);CATEMP21(°C);ECT(°C);TFTV(V);RPM(1/min);O2S12(V);O2S22(V)
67051;No;503;503;93;0.92;1086;0.70;0.67
67092;No;503;503;93;0.92;1085;0.70;0.67
67107;No;503;503;93;0.92;1084;0.70;0.67
67148;No;503;503;93;0.92;1084;0.70;0.67
67168;No;503;503;93;0.92;1084;0.70;0.67
67209;No;503;503;93;0.92;1084;0.70;0.67
67248;No;503;503;93;0.92;1084;0.70;0.67
67294;No;503;503;93;0.92;1084;0.70;0.67
67367;No;503;503;93;0.92;1084;0.70;0.67
67413;No;503;503;93;0.92;1085;0.70;0.67
67454;No;503;503;93;0.92;1085;0.70;0.67
67468;No;503;503;93;0.92;1085;0.70;0.67
67508;No;503;503;93;0.92;1084;0.70;0.67
67548;No;503;503;93;0.92;1084;0.70;0.67
67593;No;503;503;93;0.92;1083;0.70;0.67
67645;No;503;503;93;0.92;1083;0.70;0.67
67692;No;503;503;93;0.92;1082;0.70;0.67
67731;No;503;503;93;0.92;1081;0.70;0.67
67771;No;503;503;93;0.92;1081;0.70;0.67
67815;No;504;503;93;0.92;1080;0.70;0.67
67829;No;504;504;93;0.92;1075;0.69;0.67
67869;No;504;504;93;0.92;1070;0.69;0.67
67907;No;504;504;93;0.92;1065;0.69;0.67
67979;No;504;504;93;0.92;1060;0.69;0.67
68023;No;504;504;93;0.92;1055;0.69;0.67
68068;No;504;504;93;0.92;1050;0.69;0.67
68108;No;504;504;93;0.92;1045;0.69;0.67
68147;No;504;504;93;0.92;1040;0.69;0.67
68188;No;504;504;93;0.92;1030;0.69;0.67
68243;No;504;504;93;0.92;1020;0.69;0.67
68285;No;504;504;93;0.92;1010;0.69;0.67
68325;No;504;504;93;0.91;1000;0.69;0.67
68391;No;504;504;93;0.91;990;0.69;0.67
68430;No;504;504;93;0.91;980;0.69;0.67
68480;No;504;504;93;0.91;970;0.69;0.67
68545;No;504;504;93;0.91;960;0.69;0.67
68586;No;504;504;93;0.91;952;0.69;0.67
68618;No;504;504;94;0.91;944;0.69;0.67
68662;No;504;504;94;0.91;936;0.69;0.67
68706;No;504;504;94;0.91;928;0.69;0.67
68747;No;504;504;94;0.91;920;0.69;0.67
68787;No;504;504;94;0.91;912;0.69;0.67
68844;No;504;504;94;0.91;904;0.69;0.67
68890;No;504;504;94;0.91;895;0.69;0.67
68909;No;504;504;94;0.91;891;0.69;0.67
68948;No;504;504;94;0.91;888;0.69;0.67
68988;No;504;504;94;0.91;884;0.69;0.67
69027;No;504;504;94;0.91;880;0.69;0.67
69069;No;504;504;94;0.91;876;0.69;0.67
69089;No;504;504;94;0.91;872;0.69;0.67
69146;No;504;504;94;0.91;868;0.69;0.67
69186;No;504;504;94;0.91;864;0.69;0.67
69208;No;504;504;94;0.91;854;0.69;0.67
69249;No;504;504;94;0.91;844;0.69;0.67
69268;No;504;504;94;0.91;834;0.69;0.67
69308;No;504;504;94;0.91;824;0.69;0.67
69349;No;504;504;94;0.91;814;0.69;0.67
69388;No;504;504;94;0.91;804;0.69;0.67
69446;No;504;504;94;0.91;794;0.69;0.67
69491;No;504;504;94;0.91;784;0.69;0.67
69508;No;504;504;94;0.91;779;0.69;0.67
69554;No;504;504;94;0.91;773;0.69;0.67
69568;No;504;504;94;0.91;768;0.69;0.67
69615;No;504;504;94;0.91;762;0.69;0.67
69628;No;504;504;94;0.91;756;0.69;0.67
69669;No;504;504;94;0.91;751;0.69;0.67
69708;No;504;504;94;0.91;745;0.69;0.67
69778;No;504;504;94;0.91;740;0.69;0.67
69821;No;504;504;94;0.91;734;0.69;0.67
69841;No;504;504;94;0.91;728;0.70;0.67
69896;No;504;504;94;0.91;722;0.70;0.67
69936;No;504;504;94;0.91;716;0.70;0.67
69973;No;504;504;94;0.91;711;0.70;0.67
69989;No;504;504;94;0.91;705;0.70;0.67
70046;No;504;504;94;0.91;699;0.70;0.67
70086;No;504;504;94;0.91;694;0.70;0.67
70126;No;504;504;94;0.91;690;0.70;0.67
70189;No;504;504;94;0.91;686;0.70;0.67
70229;No;504;504;94;0.91;682;0.70;0.67
70280;No;504;504;94;0.91;679;0.70;0.67
70348;No;504;504;94;0.91;675;0.70;0.67
70388;No;504;504;94;0.91;672;0.70;0.67
70428;No;504;504;94;0.91;668;0.70;0.67
70470;No;504;504;94;0.91;664;0.70;0.67
70515;No;504;504;94;0.91;666;0.69;0.67
70527;No;504;504;94;0.91;667;0.69;0.67
70568;No;504;504;94;0.91;669;0.69;0.67
70607;No;504;504;94;0.91;670;0.69;0.67
70686;No;504;504;94;0.91;672;0.69;0.67
70709;No;504;504;94;0.91;674;0.69;0.67
70751;No;504;504;94;0.91;675;0.69;0.67
70790;No;504;504;94;0.91;676;0.69;0.67
70837;No;503;504;94;0.91;676;0.69;0.67
70875;No;503;503;94;0.91;676;0.69;0.67
70888;No;503;503;94;0.91;676;0.69;0.67
70947;No;503;503;94;0.91;676;0.69;0.67
70988;No;503;503;94;0.91;676;0.69;0.67
71029;No;503;503;94;0.91;676;0.69;0.67
71069;No;503;503;94;0.91;676;0.69;0.67
71113;No;503;503;94;0.91;676;0.69;0.67
71130;No;503;503;94;0.91;677;0.69;0.67
71178;No;503;503;94;0.91;678;0.69;0.67
71248;No;503;503;94;0.91;679;0.69;0.67
71287;No;503;503;94;0.91;680;0.69;0.67
71328;No;503;503;94;0.91;682;0.69;0.67
71369;No;503;503;94;0.91;683;0.69;0.67
71407;No;503;503;94;0.91;684;0.69;0.67
71448;No;503;503;94;0.91;685;0.69;0.67
71547;No;503;503;94;0.91;686;0.69;0.67
71586;No;503;503;94;0.91;686;0.69;0.67
71608;No;503;503;94;0.91;686;0.69;0.67
71649;No;503;503;94;0.91;686;0.69;0.67
71688;No;503;503;94;0.91;686;0.69;0.67
71728;No;503;503;94;0.91;687;0.69;0.67
71769;No;503;503;94;0.91;687;0.69;0.67
71808;No;503;503;94;0.91;687;0.69;0.67
71881;No;503;503;94;0.91;687;0.69;0.67
71920;No;503;503;94;0.91;686;0.69;0.67
71958;No;503;503;94;0.91;686;0.69;0.67
72005;No;503;503;94;0.91;686;0.69;0.67
72044;No;503;503;94;0.91;686;0.69;0.67
72110;No;503;503;94;0.91;685;0.69;0.67
72180;No;503;503;94;0.91;685;0.69;0.67
72221;No;503;503;94;0.91;684;0.69;0.67
72260;No;503;503;94;0.91;683;0.69;0.67
72298;No;503;503;94;0.91;682;0.69;0.67
72338;No;503;503;94;0.91;681;0.69;0.67
72380;No;503;503;94;0.91;680;0.69;0.67
72467;No;503;503;94;0.91;679;0.69;0.67
72506;No;503;503;94;0.91;678;0.69;0.67
72548;No;503;503;94;0.91;676;0.69;0.67
72587;No;503;503;94;0.91;675;0.69;0.67
72629;No;503;503;94;0.91;675;0.69;0.67
72674;No;503;503;94;0.91;675;0.69;0.67
72689;No;503;503;94;0.91;675;0.69;0.67
72748;No;503;503;94;0.91;675;0.69;0.67
72789;No;503;503;94;0.91;675;0.69;0.67
72829;No;503;503;94;0.91;675;0.69;0.67
72874;No;503;503;94;0.91;675;0.69;0.67
72913;No;503;503;94;0.91;675;0.69;0.67
72927;No;503;503;94;0.91;675;0.69;0.67
72975;No;503;503;94;0.91;674;0.69;0.67
72988;No;503;503;94;0.91;674;0.69;0.67
73047;No;503;503;94;0.91;674;0.69;0.67
73087;No;503;503;94;0.91;674;0.69;0.67
73127;No;503;503;94;0.91;674;0.69;0.67
73166;No;503;503;94;0.91;674;0.69;0.67
73206;No;503;502;94;0.91;674;0.69;0.67
73250;No;502;502;94;0.91;674;0.69;0.67
73288;No;502;502;94;0.91;674;0.69;0.67
73346;No;502;502;94;0.91;675;0.69;0.67
73386;No;502;502;94;0.91;675;0.69;0.67
73427;No;502;502;94;0.91;676;0.69;0.67
73471;No;502;502;94;0.91;676;0.69;0.67
73512;No;502;502;94;0.91;676;0.69;0.67
73529;No;502;502;94;0.91;677;0.69;0.67
73569;No;502;502;94;0.91;676;0.69;0.67
73609;No;502;502;94;0.91;676;0.70;0.67
73684;No;502;502;94;0.91;675;0.70;0.67
73736;No;502;502;94;0.91;674;0.70;0.67
73776;No;502;502;94;0.91;674;0.70;0.67
73817;No;502;502;94;0.91;673;0.70;0.67
73883;No;502;502;94;0.91;672;0.70;0.67
73946;No;502;502;94;0.91;672;0.70;0.67
73987;No;502;502;94;0.91;666;0.70;0.67
74025;No;502;502;94;0.91;659;0.71;0.67
74091;No;502;502;94;0.91;653;0.71;0.67
74129;No;502;502;94;0.91;647;0.71;0.67
74180;No;502;502;94;0.91;641;0.71;0.67
74248;No;502;502;94;0.91;634;0.71;0.67
74287;No;502;502;94;0.91;628;0.71;0.67
74326;No;502;502;94;0.91;622;0.71;0.67
74366;No;502;502;94;0.91;617;0.71;0.67
74414;No;502;502;94;0.91;612;0.71;0.67
74428;No;502;502;93;0.91;608;0.71;0.67
74469;No;502;502;93;0.91;603;0.71;0.67
74509;No;502;502;93;0.91;598;0.71;0.67
74586;No;502;502;93;0.91;594;0.71;0.67
74608;No;502;502;93;0.91;589;0.71;0.67
74648;No;502;502;93;0.91;584;0.71;0.67
74688;No;502;502;93;0.91;584;0.71;0.67
74729;No;502;502;93;0.91;584;0.71;0.67
74770;No;502;502;93;0.91;584;0.71;0.67
74788;No;502;502;93;0.91;584;0.72;0.67
74848;No;502;502;93;0.91;583;0.72;0.67
74888;No;502;502;93;0.91;583;0.72;0.67
74908;No;502;502;93;0.91;583;0.72;0.67
74946;No;502;502;93;0.91;583;0.72;0.67
74968;No;502;502;93;0.91;585;0.72;0.67
75016;No;502;502;93;0.91;587;0.72;0.67
75029;No;502;502;93;0.91;589;0.72;0.67
75070;No;502;502;93;0.91;591;0.72;0.67
75110;No;502;502;93;0.91;593;0.72;0.67
75184;No;502;502;93;0.91;595;0.72;0.67
75224;No;502;502;93;0.91;597;0.73;0.67
75269;No;502;502;93;0.91;599;0.73;0.67
75309;No;502;502;93;0.91;597;0.73;0.67
75349;No;502;502;93;0.91;596;0.73;0.67
75393;No;501;502;93;0.91;594;0.73;0.67
75448;No;501;501;93;0.91;592;0.73;0.67
75489;No;501;501;93;0.91;590;0.73;0.67
75508;No;501;501;93;0.91;589;0.73;0.67
75548;No;501;501;93;0.91;587;0.74;0.67
75567;No;501;501;93;0.91;586;0.74;0.67
75614;No;501;501;93;0.91;587;0.74;0.67
75628;No;501;501;93;0.91;588;0.74;0.67
75670;No;501;501;93;0.91;589;0.74;0.67
75709;No;501;501;93;0.91;590;0.74;0.67
75787;No;501;501;93;0.91;591;0.74;0.67
75826;No;501;501;93;0.91;592;0.74;0.67
75891;No;501;501;93;0.91;594;0.75;0.67
75931;No;501;501;93;0.91;595;0.75;0.67
75970;No;501;501;93;0.91;594;0.75;0.67
76046;No;501;501;93;0.91;592;0.75;0.67
76087;No;501;501;93;0.91;591;0.75;0.67
76129;No;501;501;93;0.90;590;0.75;0.67
76170;No;501;501;93;0.90;589;0.75;0.67
76213;No;501;501;93;0.90;588;0.75;0.67
76227;No;501;501;93;0.90;587;0.76;0.67
76266;No;501;501;93;0.90;586;0.76;0.67
76299;No;501;501;93;0.90;586;0.76;0.67
76347;No;501;501;93;0.90;587;0.76;0.67
76392;No;501;501;93;0.90;587;0.76;0.67
76408;No;501;501;93;0.90;588;0.76;0.67
76447;No;501;501;93;0.90;588;0.76;0.67
76486;No;501;501;93;0.90;589;0.76;0.67
76526;No;501;501;93;0.90;590;0.76;0.67
76566;No;501;501;93;0.90;590;0.76;0.67
76609;No;501;501;93;0.90;589;0.76;0.67
76681;No;501;501;93;0.90;589;0.76;0.67
76720;No;501;501;93;0.90;588;0.76;0.67
76790;No;501;501;93;0.90;588;0.76;0.67
76829;No;501;501;93;0.90;587;0.77;0.67
76873;No;501;501;93;0.90;586;0.77;0.67
76889;No;501;501;93;0.90;586;0.77;0.67
76947;No;501;501;93;0.90;585;0.77;0.67
76989;No;501;501;93;0.90;585;0.77;0.67
77028;No;501;501;93;0.90;585;0.77;0.67
77074;No;500;501;93;0.90;585;0.77;0.67
77113;No;500;500;93;0.90;585;0.77;0.67
77157;No;500;500;93;0.90;585;0.77;0.67
77199;No;500;500;93;0.90;585;0.77;0.67
77247;No;500;500;93;0.90;586;0.77;0.67
77291;No;500;500;93;0.90;586;0.77;0.67
77308;No;500;500;93;0.90;584;0.77;0.67
77347;No;500;500;93;0.90;584;0.77;0.67
77387;No;500;500;93;0.90;582;0.77;0.67
77450;No;500;500;93;0.90;582;0.77;0.67
77495;No;500;500;93;0.90;580;0.78;0.67
77546;No;500;500;93;0.90;580;0.78;0.67
77607;No;500;500;93;0.90;578;0.78;0.67
77648;No;500;500;93;0.90;578;0.78;0.67
77688;No;500;500;93;0.90;583;0.78;0.67
77732;No;500;500;93;0.90;588;0.78;0.67
77772;No;500;500;93;0.90;594;0.78;0.67
77811;No;500;500;93;0.90;599;0.78;0.67
77880;No;500;500;93;0.90;604;0.78;0.67
77920;No;500;500;93;0.90;610;0.78;0.67
77937;No;500;500;93;0.90;615;0.79;0.67
77979;No;500;500;93;0.90;620;0.79;0.67
78017;No;500;500;93;0.90;618;0.79;0.67
78081;No;500;500;93;0.90;614;0.79;0.67
78146;No;500;500;93;0.90;612;0.79;0.67
78187;No;500;500;93;0.90;609;0.79;0.67
78225;No;500;500;93;0.90;606;0.79;0.67
78290;No;500;500;93;0.90;603;0.79;0.67
78330;No;500;500;93;0.90;600;0.79;0.67
78369;No;500;500;93;0.90;597;0.79;0.67
78415;No;499;500;93;0.90;592;0.79;0.67
78480;No;499;499;93;0.90;588;0.79;0.67
78521;No;499;499;93;0.90;584;0.79;0.67
78540;No;499;499;93;0.90;580;0.79;0.67
78578;No;499;499;93;0.90;576;0.79;0.67
78619;No;499;499;93;0.90;571;0.79;0.67
78659;No;499;499;93;0.90;567;0.79;0.67
78700;No;499;499;93;0.90;563;0.79;0.67
78746;No;499;499;93;0.90;564;0.79;0.67
78787;No;499;499;93;0.90;566;0.79;0.67
78826;No;499;499;93;0.90;568;0.79;0.67
78887;No;499;499;93;0.90;569;0.79;0.67
78934;No;499;499;93;0.90;571;0.79;0.67
78973;No;499;499;93;0.90;572;0.79;0.67
78987;No;499;499;93;0.90;574;0.80;0.67
79047;No;499;499;93;0.90;576;0.80;0.67
79087;No;499;499;93;0.90;573;0.80;0.67
79127;No;499;499;93;0.90;571;0.80;0.67
79139;No;499;499;93;0.90;568;0.80;0.67
79179;No;499;499;93;0.90;566;0.80;0.67
79222;No;499;499;93;0.90;564;0.80;0.67
79266;No;499;499;93;0.90;561;0.80;0.67
79305;No;499;499;93;0.90;559;0.80;0.67
79379;No;499;499;93;0.90;556;0.80;0.67
79418;No;499;499;93;0.90;559;0.80;0.67
79460;No;499;499;93;0.90;562;0.80;0.67
79499;No;499;499;93;0.90;565;0.80;0.67
79538;No;498;498;93;0.90;568;0.80;0.67
79578;No;498;498;93;0.90;570;0.80;0.67
79647;No;498;498;93;0.90;573;0.80;0.67
79693;No;498;498;93;0.90;576;0.80;0.67
79710;No;498;498;93;0.90;579;0.80;0.67
79749;No;498;498;93;0.90;579;0.80;0.67
79792;No;498;498;93;0.90;580;0.80;0.67
79841;No;498;498;93;0.90;580;0.80;0.67
79881;No;498;498;93;0.90;580;0.80;0.67
79948;No;498;498;93;0.90;581;0.80;0.67
79986;No;498;498;93;0.90;581;0.80;0.67
80026;No;498;498;93;0.90;582;0.80;0.67
80039;No;498;498;93;0.90;582;0.80;0.67
80078;No;498;498;93;0.90;582;0.80;0.67
80136;No;498;498;93;0.90;582;0.80;0.67
80175;No;498;498;93;0.90;582;0.80;0.67
80247;No;498;498;93;0.90;582;0.80;0.67
80291;No;498;498;93;0.90;582;0.80;0.67
80329;No;498;498;93;0.90;582;0.80;0.67
80369;No;498;498;93;0.90;581;0.80;0.67
80409;No;498;498;93;0.90;581;0.80;0.67
80448;No;498;498;93;0.90;581;0.80;0.67
80493;No;498;498;93;0.90;580;0.80;0.67
80546;No;498;498;93;0.90;580;0.80;0.67
80585;No;498;498;93;0.90;580;0.80;0.67
80609;No;498;498;93;0.90;580;0.80;0.67
80649;No;498;498;93;0.90;579;0.80;0.67
80670;No;498;498;93;0.90;579;0.81;0.67
80709;No;498;498;93;0.90;578;0.81;0.67
80749;No;498;498;93;0.90;578;0.81;0.67
80788;No;498;498;93;0.90;577;0.81;0.67
80847;No;498;498;93;0.90;577;0.81;0.67
80892;No;498;498;93;0.90;576;0.81;0.67
80913;No;498;498;93;0.90;576;0.81;0.67
80952;No;498;498;93;0.90;575;0.81;0.67
80968;No;497;498;93;0.90;575;0.81;0.67
81008;No;497;497;93;0.90;574;0.81;0.67
81029;No;497;497;93;0.90;576;0.81;0.67
81070;No;497;497;93;0.90;576;0.81;0.67
81109;No;497;497;93;0.90;578;0.81;0.67
81180;No;497;497;93;0.90;579;0.81;0.67
81219;No;497;497;93;0.90;580;0.81;0.67
81239;No;497;497;93;0.90;581;0.81;0.67
81284;No;497;497;93;0.90;582;0.81;0.67
81350;No;497;497;93;0.90;583;0.81;0.67
81389;No;497;497;93;0.90;582;0.81;0.67
81459;No;497;497;93;0.90;580;0.81;0.67
81480;No;497;497;93;0.90;578;0.81;0.68
81523;No;497;497;93;0.90;576;0.81;0.68
81561;No;497;497;93;0.90;574;0.81;0.68
81600;No;497;497;93;0.90;572;0.81;0.68
81641;No;497;497;93;0.90;570;0.81;0.68
81659;No;497;497;93;0.90;568;0.81;0.68
81700;No;497;497;93;0.90;571;0.81;0.68
81747;No;497;497;93;0.90;574;0.81;0.68
81787;No;497;497;93;0.90;576;0.81;0.68
81810;No;497;497;93;0.90;578;0.81;0.68
81852;No;497;497;93;0.90;581;0.81;0.68
81868;No;497;497;93;0.90;583;0.81;0.68
81908;No;497;497;93;0.90;586;0.81;0.68
81949;No;497;497;93;0.90;588;0.81;0.68
81988;No;497;497;93;0.90;588;0.81;0.68
82047;No;497;497;93;0.90;587;0.81;0.67
82086;No;496;497;93;0.90;587;0.81;0.67
82109;No;496;496;93;0.90;586;0.81;0.67
82158;No;496;496;93;0.90;586;0.81;0.67
82198;No;496;496;93;0.90;586;0.81;0.67
82237;No;496;496;93;0.90;585;0.81;0.67
82276;No;496;496;93;0.90;584;0.81;0.67
82290;No;496;496;93;0.90;584;0.81;0.67
82347;No;496;496;93;0.90;584;0.81;0.67
82386;No;496;496;93;0.90;584;0.81;0.67
82427;No;496;496;93;0.90;584;0.81;0.67
82492;No;496;496;93;0.90;584;0.81;0.67
82538;No;496;496;93;0.90;584;0.81;0.67
82577;No;496;496;93;0.90;584;0.81;0.67
82589;No;496;496;93;0.90;583;0.81;0.67
82646;No;496;496;93;0.90;584;0.81;0.67
82696;No;496;496;93;0.90;585;0.81;0.67
82762;No;496;496;93;0.90;586;0.81;0.67
82801;No;496;496;93;0.90;586;0.81;0.67
82840;No;496;496;93;0.90;587;0.81;0.67
82880;No;496;496;93;0.90;588;0.81;0.67
82946;No;496;496;93;0.90;589;0.81;0.67
82987;No;496;496;93;0.90;590;0.81;0.67
83026;No;496;496;93;0.90;588;0.81;0.67
83040;No;496;496;93;0.90;587;0.81;0.67
83080;No;496;496;93;0.90;585;0.81;0.67
83119;No;496;496;93;0.90;584;0.81;0.67
83159;No;496;496;93;0.90;582;0.81;0.67
83200;No;496;496;93;0.90;581;0.81;0.67
83247;No;496;496;93;0.90;580;0.81;0.67
83292;No;496;496;93;0.90;578;0.81;0.67
83308;No;496;496;93;0.90;578;0.81;0.67
83347;No;496;496;93;0.90;578;0.81;0.67
83388;No;495;496;93;0.90;578;0.81;0.67
83428;No;495;495;93;0.90;578;0.81;0.67
83468;No;495;495;93;0.90;577;0.81;0.67
83507;No;495;495;93;0.90;577;0.81;0.67
83580;No;495;495;93;0.90;577;0.81;0.67
83620;No;495;495;93;0.90;577;0.81;0.67
83639;No;495;495;93;0.90;576;0.81;0.67
83679;No;495;495;93;0.90;574;0.81;0.67
83717;No;495;495;93;0.90;574;0.81;0.68
83782;No;495;495;93;0.90;572;0.81;0.68
83847;No;495;495;93;0.90;571;0.81;0.68
83887;No;495;495;93;0.90;570;0.81;0.68
83926;No;495;495;93;0.90;569;0.81;0.68
83976;No;495;495;93;0.90;568;0.81;0.68
84016;No;495;495;93;0.90;568;0.81;0.68
84060;No;495;495;93;0.90;569;0.81;0.68
84101;No;495;495;93;0.90;570;0.81;0.68
84146;No;495;495;93;0.90;570;0.81;0.68
84185;No;495;495;93;0.90;571;0.81;0.68
84226;No;495;495;93;0.90;572;0.81;0.68
84239;No;495;495;93;0.90;572;0.81;0.68
84278;No;495;495;93;0.90;573;0.81;0.68
84317;No;495;495;93;0.90;574;0.81;0.68
84358;No;495;495;93;0.90;574;0.81;0.67
84402;No;495;495;93;0.90;574;0.81;0.67
84448;No;495;495;93;0.90;574;0.81;0.67
84492;No;495;495;93;0.90;574;0.81;0.67
84508;No;495;495;93;0.90;574;0.81;0.67
84547;No;494;495;93;0.90;575;0.81;0.67
84588;No;494;494;93;0.90;575;0.81;0.67
84634;No;494;494;93;0.90;574;0.81;0.67
84673;No;494;494;93;0.90;574;0.81;0.67
84689;No;494;494;93;0.90;573;0.81;0.67
84746;No;494;494;93;0.90;572;0.81;0.67
84785;No;494;494;93;0.90;572;0.81;0.67
84825;No;494;494;93;0.90;571;0.81;0.67
84839;No;494;494;93;0.90;570;0.81;0.67
84880;No;494;494;93;0.90;570;0.81;0.67
84923;No;494;494;93;0.90;571;0.81;0.67
84962;No;494;494;93;0.90;572;0.81;0.67
85002;No;494;494;93;0.90;574;0.81;0.67
85048;No;494;494;93;0.90;575;0.81;0.67
85087;No;494;494;93;0.90;576;0.81;0.67
85125;No;494;494;93;0.90;578;0.81;0.67
85140;No;494;494;93;0.90;579;0.81;0.67
85179;No;494;494;93;0.90;580;0.81;0.67
85201;No;494;494;93;0.90;579;0.81;0.67
85258;No;494;494;94;0.90;577;0.81;0.67
85296;No;494;494;94;0.90;576;0.81;0.67
85347;No;494;494;94;0.90;574;0.81;0.67
85387;No;494;494;94;0.90;572;0.81;0.67
85408;No;494;494;94;0.90;571;0.81;0.67
85447;No;494;494;94;0.90;570;0.81;0.67
85485;No;494;494;94;0.90;568;0.81;0.67
85500;No;494;494;94;0.90;568;0.81;0.67
85546;No;494;494;94;0.90;568;0.81;0.67
85591;No;494;494;94;0.90;567;0.81;0.67
85647;No;494;494;94;0.90;567;0.81;0.67
85686;No;494;494;94;0.90;566;0.81;0.67
85728;No;494;494;94;0.90;566;0.81;0.67
85769;No;494;494;94;0.90;566;0.81;0.67
85813;No;494;494;94;0.90;566;0.81;0.67
85829;No;494;494;94;0.90;566;0.81;0.67
85869;No;494;494;94;0.90;566;0.81;0.67
85889;No;493;494;94;0.90;567;0.81;0.68
85947;No;493;493;94;0.90;567;0.81;0.68
85992;No;493;493;94;0.90;568;0.81;0.68
86030;No;493;493;94;0.90;568;0.81;0.68
86072;No;493;493;94;0.90;568;0.81;0.68
86111;No;493;493;94;0.90;569;0.81;0.68
86148;No;493;493;94;0.90;568;0.81;0.68
86193;No;493;493;94;0.90;566;0.81;0.68
86246;No;493;493;94;0.90;566;0.81;0.68
86293;No;493;493;94;0.90;564;0.81;0.68
86310;No;493;493;94;0.90;563;0.81;0.68
86349;No;493;493;94;0.90;562;0.81;0.68
86369;No;493;493;94;0.90;561;0.81;0.68
86409;No;493;493;94;0.90;560;0.81;0.68
86447;No;493;493;94;0.90;562;0.81;0.68
86557;No;493;493;94;0.90;564;0.81;0.67
86582;No;493;493;94;0.90;566;0.81;0.67
86624;No;493;493;94;0.90;568;0.81;0.67
86639;No;493;493;94;0.90;569;0.81;0.67
86677;No;493;493;94;0.90;571;0.81;0.67
86716;No;493;493;94;0.90;573;0.81;0.67
86729;No;493;493;94;0.90;575;0.81;0.67
86776;No;493;493;94;0.90;574;0.81;0.67
86789;No;493;493;94;0.90;574;0.81;0.67
86846;No;493;493;94;0.90;573;0.81;0.67
86885;No;493;493;94;0.90;572;0.80;0.67
86926;No;493;493;94;0.90;572;0.80;0.67
86940;No;493;493;94;0.90;571;0.80;0.67
86979;No;493;493;94;0.90;570;0.80;0.67
87019;No;493;493;94;0.90;570;0.80;0.67
87060;No;492;492;94;0.90;570;0.80;0.67
87105;No;492;492;94;0.90;571;0.80;0.67
87187;No;492;492;94;0.90;572;0.80;0.67
87225;No;492;492;94;0.90;572;0.80;0.67
87239;No;492;492;94;0.90;573;0.80;0.67
87279;No;492;492;94;0.90;573;0.80;0.67
87321;No;492;492;94;0.90;574;0.80;0.67
87360;No;492;492;94;0.90;574;0.80;0.67
87399;No;492;492;94;0.90;574;0.80;0.67
87446;No;492;492;94;0.90;574;0.80;0.67
87491;No;492;492;94;0.90;574;0.80;0.67
87531;No;492;492;94;0.90;574;0.80;0.67
87572;No;492;492;94;0.90;573;0.80;0.67
87611;No;492;492;94;0.90;573;0.80;0.67
87651;No;492;492;94;0.90;572;0.80;0.67
87690;No;492;492;94;0.90;572;0.80;0.67
87747;No;492;492;94;0.90;572;0.80;0.67
87786;No;492;492;94;0.90;571;0.80;0.67
87818;No;492;492;94;0.90;570;0.80;0.67
87840;No;492;492;94;0.90;570;0.80;0.67
87878;No;492;492;94;0.90;569;0.80;0.67
87918;No;492;492;94;0.90;568;0.80;0.67
87958;No;492;492;94;0.90;568;0.81;0.67
87999;No;492;492;94;0.90;567;0.81;0.67
88022;No;492;492;94;0.90;568;0.81;0.67
88063;No;492;492;94;0.90;569;0.81;0.67
88080;No;492;492;94;0.90;570;0.81;0.67
88123;No;492;492;94;0.90;571;0.80;0.67
88173;No;492;492;94;0.90;572;0.80;0.67
88212;No;492;492;94;0.90;573;0.80;0.67
88250;No;491;492;94;0.90;574;0.80;0.67
88296;No;491;491;94;0.90;574;0.80;0.67
88347;No;491;491;94;0.90;575;0.80;0.67
88386;No;491;491;94;0.90;576;0.80;0.67
88426;No;491;491;94;0.90;576;0.80;0.67
88440;No;491;491;94;0.90;576;0.80;0.67
88487;No;491;491;94;0.90;577;0.80;0.67
88529;No;491;491;94;0.90;577;0.80;0.67
88570;No;491;491;94;0.90;578;0.80;0.67
88610;No;491;491;94;0.90;578;0.80;0.67
88680;No;491;491;94;0.90;579;0.80;0.67
88732;No;491;491;94;0.90;580;0.80;0.67
88771;No;491;491;94;0.90;581;0.80;0.67
88808;No;491;491;94;0.90;582;0.80;0.67
88849;No;491;491;94;0.90;583;0.80;0.67
88891;No;491;491;94;0.90;584;0.80;0.67
88946;No;491;491;94;0.90;584;0.80;0.67
88987;No;491;491;94;0.90;586;0.80;0.67
89025;No;491;491;94;0.90;584;0.80;0.67
89039;No;491;491;94;0.90;583;0.80;0.67
89097;No;491;491;94;0.90;581;0.80;0.67
89143;No;491;491;94;0.90;580;0.80;0.67
89159;No;491;491;94;0.90;578;0.80;0.67
89199;No;491;491;94;0.90;577;0.80;0.67
89247;No;491;491;94;0.90;576;0.80;0.67
89293;No;491;491;94;0.90;574;0.80;0.67
89309;No;490;491;94;0.90;574;0.80;0.67
89349;No;490;490;94;0.90;574;0.80;0.67
89388;No;490;490;94;0.90;574;0.80;0.68
89433;No;490;490;94;0.90;574;0.80;0.68
89472;No;490;490;94;0.90;574;0.80;0.68
89489;No;490;490;94;0.90;574;0.80;0.68
89547;No;490;490;94;0.90;574;0.80;0.68
89587;No;490;490;94;0.90;574;0.80;0.68
89619;No;490;490;94;0.90;574;0.80;0.68
89661;No;490;490;94;0.90;574;0.80;0.68
89707;No;490;490;94;0.90;575;0.80;0.68
89746;No;490;490;94;0.90;575;0.80;0.68
89789;No;490;490;94;0.90;575;0.80;0.68
89846;No;490;490;94;0.90;576;0.80;0.68
89887;No;490;490;94;0.90;576;0.80;0.68
