time(ms);MISFIRE;CATEMP11(°C);CATEMP21(°C);ECT(°C);RPM(1/min);O2S12(V);O2S22(V);MISFIRE_MON;MFF_LOAD(%);MFF_THR_ANG(%);MISF_EVAL;KNK_CNTR_CYL1( );KNK_CNTR_CYL2( );KNK_CNTR_CYL3( );KNK_CNTR_CYL4( );KNK_CNTR_CYL5( );KNK_CNTR_CYL6( )
0;No;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0;No;570;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
28;No;570;570;-;-;-;-;-;-;-;-;-;-;-;-;-;-
55;No;570;570;92;-;-;-;-;-;-;-;-;-;-;-;-;-
88;No;570;570;92;1193;-;-;-;-;-;-;-;-;-;-;-;-
116;No;570;570;92;1189;0.09;-;-;-;-;-;-;-;-;-;-;-
148;No;570;570;92;1184;0.09;0.62;-;-;-;-;-;-;-;-;-;-
176;No;570;570;92;1180;0.09;0.62;Disabled;-;-;-;-;-;-;-;-;-
209;No;570;570;92;1176;0.09;0.62;Disabled;66.38;-;-;-;-;-;-;-;-
266;No;570;570;92;1171;0.09;0.62;Disabled;66.38;21.92;-;-;-;-;-;-;-
297;No;570;570;92;1166;0.09;0.62;Disabled;66.38;21.92;Yes;-;-;-;-;-;-
325;No;570;570;92;1162;0.09;0.62;Disabled;66.38;21.92;Yes;0;-;-;-;-;-
355;No;570;570;92;1158;0.09;0.62;Disabled;66.38;21.92;Yes;0;0;-;-;-;-
385;No;570;570;92;1153;0.10;0.62;Disabled;66.38;21.92;Yes;0;0;0;-;-;-
416;No;569;569;92;1149;0.10;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;-;-
447;No;569;569;92;1144;0.10;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;-
478;No;569;569;92;1140;0.10;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
507;No;569;569;92;1136;0.10;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
565;No;569;569;92;1131;0.10;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
599;No;569;569;92;1127;0.10;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
626;No;569;569;92;1122;0.10;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
659;No;569;569;92;1118;0.10;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
698;No;569;569;92;1120;0.10;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
718;No;569;569;92;1124;0.10;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
745;No;569;569;92;1126;0.11;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
776;No;569;569;92;1129;0.11;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
805;No;569;569;92;1132;0.11;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
866;No;569;569;92;1135;0.11;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
898;No;569;569;92;1138;0.11;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
927;No;569;569;92;1141;0.11;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
957;No;569;569;92;1144;0.11;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
985;No;569;569;92;1146;0.11;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1016;No;569;569;92;1149;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1046;No;569;569;92;1152;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1079;No;569;569;92;1155;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1106;No;569;568;92;1158;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1166;No;569;568;92;1161;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1199;No;568;568;92;1164;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1227;No;568;568;92;1166;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1257;No;568;568;92;1165;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1286;No;568;568;92;1164;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1319;No;568;568;92;1163;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1348;No;568;568;92;1162;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1378;No;568;568;92;1160;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1405;No;568;568;92;1159;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1466;No;568;568;92;1158;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1498;No;568;568;92;1157;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1525;No;568;568;92;1156;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1558;No;568;568;92;1154;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1585;No;568;568;92;1153;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1617;No;568;568;92;1152;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1646;No;568;568;92;1151;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1679;No;568;568;92;1150;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1707;No;568;568;92;1148;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1768;No;568;568;92;1147;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1799;No;568;568;92;1146;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1826;No;568;568;92;1145;0.13;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1856;No;568;568;92;1144;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1886;No;568;568;92;1144;0.12;0.62;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1918;No;568;568;92;1143;0.11;0.61;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
1948;No;567;568;92;1142;0.10;0.61;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2005;No;567;567;92;1142;0.10;0.61;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2067;No;567;567;92;1141;0.09;0.60;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2099;No;567;567;92;1140;0.08;0.60;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2126;No;567;567;92;1140;0.07;0.59;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2159;No;567;567;92;1139;0.07;0.59;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2185;No;567;567;92;1138;0.06;0.59;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2216;No;567;567;92;1137;0.05;0.58;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2246;No;567;567;92;1136;0.04;0.58;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2278;No;567;567;92;1136;0.04;0.58;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2305;No;567;567;92;1135;0.03;0.57;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2369;No;567;567;92;1134;0.02;0.57;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2400;No;567;567;92;1134;0.01;0.57;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2427;No;567;567;92;1132;0.01;0.56;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2458;No;567;567;92;1130;0.00;0.56;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2487;No;566;567;92;1129;0.00;0.52;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2519;No;566;566;92;1128;0.00;0.48;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2548;No;566;566;92;1126;0.00;0.45;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2575;No;566;566;92;1124;0.00;0.41;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2608;No;566;566;92;1123;0.00;0.37;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2667;No;566;566;92;1122;0.00;0.33;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2699;No;566;566;92;1120;0.00;0.29;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2729;No;566;566;92;1119;0.00;0.26;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2757;No;566;566;92;1117;0.00;0.22;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2786;No;566;566;92;1116;0.00;0.18;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2817;No;566;566;92;1114;0.00;0.14;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2846;No;566;566;92;1113;0.00;0.11;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2878;No;566;566;92;1111;-0.00;0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2909;No;566;566;92;1110;-0.00;0.03;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2975;No;566;566;92;1108;-0.00;-0.01;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
2999;No;566;566;92;1106;-0.00;-0.04;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3026;No;566;566;92;1104;-0.00;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3056;No;566;566;92;1102;-0.00;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3085;No;566;566;92;1100;-0.00;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3119;No;565;566;92;1098;-0.00;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3145;No;565;565;92;1096;-0.00;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3179;No;565;565;92;1095;-0.00;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3205;No;565;565;92;1093;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3287;No;565;565;92;1091;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3325;No;565;565;92;1089;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3357;No;565;565;92;1087;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3388;No;565;565;92;1085;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3419;No;565;565;92;1083;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3448;No;565;565;92;1081;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3475;No;565;565;92;1079;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3507;No;565;565;92;1077;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3566;No;565;565;92;1075;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3597;No;565;565;92;1074;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3627;No;565;565;92;1072;-0.00;-0.10;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3659;No;564;564;92;1070;-0.00;-0.10;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3687;No;564;564;92;1068;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3716;No;564;564;92;1067;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3748;No;564;564;92;1065;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3776;No;564;564;92;1064;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3808;No;564;564;92;1062;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3865;No;564;564;92;1060;-0.00;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3898;No;564;564;92;1058;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3926;No;564;564;92;1057;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3956;No;564;564;92;1055;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
3984;No;564;564;92;1054;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4019;No;564;564;92;1052;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4045;No;564;564;92;1050;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4076;No;564;564;92;1048;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4108;No;564;564;92;1047;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4168;No;564;564;92;1044;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4200;No;564;564;92;1042;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4227;No;564;563;92;1039;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4258;No;563;563;92;1036;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4285;No;563;563;92;1034;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4317;No;563;563;92;1031;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4348;No;563;563;92;1028;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4375;No;563;563;92;1026;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4405;No;563;563;92;1023;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4467;No;563;563;92;1020;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4499;No;563;563;92;1018;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4537;No;563;563;92;1015;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4555;No;563;563;92;1012;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4586;No;563;563;92;1010;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4617;No;563;563;92;1007;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4648;No;563;563;92;1004;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4675;No;563;563;92;1002;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4706;No;562;563;92;998;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4766;No;562;562;92;995;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4798;No;562;562;92;991;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4826;No;562;562;92;988;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4858;No;562;562;92;984;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4889;No;562;562;92;981;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4921;No;562;562;92;978;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4949;No;562;562;92;974;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
4991;No;562;562;92;971;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5005;No;562;562;92;968;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5066;No;562;562;92;964;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5098;No;562;562;92;961;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5124;No;562;562;92;958;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5156;No;562;562;92;954;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5188;No;562;562;92;951;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5216;No;561;562;92;948;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5248;No;561;561;92;944;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5278;No;561;561;92;940;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5310;No;561;561;92;936;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5366;No;561;561;92;932;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5398;No;561;561;92;928;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5428;No;561;561;92;924;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5456;No;561;561;92;920;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5488;No;561;561;92;916;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5519;No;561;561;92;911;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5546;No;561;561;92;907;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5576;No;561;561;92;903;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5607;No;560;561;92;899;-0.01;-0.09;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5667;No;560;560;92;895;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5697;No;560;560;92;891;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5728;No;560;560;92;887;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5758;No;560;560;92;883;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5786;No;560;560;92;878;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5847;No;560;560;92;874;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5879;No;560;560;92;885;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5906;No;560;560;92;896;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
5967;No;560;560;92;907;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6000;No;560;560;92;918;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6028;No;560;560;92;928;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6058;No;560;560;92;939;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6089;No;560;560;92;950;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6115;No;560;560;91;961;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6148;No;559;560;91;972;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6179;No;559;559;91;982;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6205;No;559;559;91;994;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6269;No;559;559;91;1004;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6298;No;559;559;91;1015;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6326;No;559;559;91;1026;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6356;No;559;559;91;1037;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6386;No;559;559;91;1048;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6418;No;559;559;91;1058;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6447;No;559;559;91;1055;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6476;No;559;559;91;1052;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6508;No;559;559;91;1048;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6565;No;558;558;91;1045;-0.01;-0.08;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6598;No;558;558;91;1042;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6625;No;558;558;91;1038;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6656;No;558;558;91;1035;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6686;No;558;558;91;1032;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6715;No;558;558;91;1028;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6744;No;558;558;91;1025;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6776;No;558;558;91;1021;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6806;No;558;558;91;1018;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6869;No;558;558;91;1015;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6901;No;558;558;91;1011;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6925;No;558;558;91;1008;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6958;No;558;558;91;1004;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
6986;No;558;558;91;1001;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7019;No;558;557;91;998;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7047;No;557;557;91;995;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7096;No;557;557;91;992;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7167;No;557;557;91;988;-0.01;-0.07;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7198;No;557;557;91;985;-0.01;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7228;No;557;557;91;982;-0.01;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7259;No;557;557;91;978;-0.01;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7288;No;557;557;91;975;-0.01;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7318;No;557;557;91;972;-0.01;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7346;No;557;556;91;969;-0.00;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7378;No;557;556;91;966;-0.00;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7405;No;556;556;91;962;-0.00;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7465;No;556;556;91;959;-0.00;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7500;No;556;556;91;956;-0.00;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7529;No;556;556;91;952;-0.00;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7556;No;556;556;91;949;-0.00;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7586;No;556;556;91;946;-0.00;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7618;No;556;556;91;940;-0.00;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7646;No;556;556;91;934;-0.00;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7679;No;556;556;91;929;0.00;-0.06;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7705;No;556;555;91;923;0.00;-0.05;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7766;No;555;555;91;917;0.00;-0.05;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7800;No;555;555;91;912;0.00;-0.05;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7826;No;555;555;91;906;0.00;-0.05;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7856;No;555;555;91;900;0.01;-0.05;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7885;No;555;555;91;894;0.01;-0.05;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7916;No;555;555;91;889;0.01;-0.04;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7948;No;555;555;91;883;0.01;-0.04;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
7976;No;555;555;91;877;0.01;-0.04;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8005;No;554;555;91;872;0.01;-0.04;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8067;No;554;554;91;866;0.01;-0.04;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8099;No;554;554;91;860;0.02;-0.04;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8129;No;554;554;91;854;0.02;-0.04;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8155;No;554;554;91;848;0.02;-0.04;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8185;No;554;554;91;853;0.02;-0.03;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8216;No;554;554;91;858;0.02;-0.03;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8247;No;554;554;91;863;0.02;-0.03;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8276;No;554;554;91;868;0.02;-0.03;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8307;No;554;554;91;872;0.02;-0.03;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8393;No;554;554;91;877;0.02;-0.03;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8428;No;554;554;91;882;0.03;-0.03;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8458;No;554;554;91;886;0.03;-0.03;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8485;No;553;554;91;891;0.03;-0.03;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8518;No;553;553;91;896;0.03;-0.03;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8548;No;553;553;91;900;0.03;-0.02;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8578;No;553;553;91;905;0.03;-0.02;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8608;No;553;553;91;910;0.03;-0.02;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8666;No;553;553;91;915;0.03;-0.02;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8698;No;553;553;91;920;0.03;-0.02;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8725;No;553;553;91;924;0.03;-0.02;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8758;No;553;553;91;929;0.03;-0.02;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8789;No;552;552;91;936;0.04;-0.02;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8816;No;552;552;91;943;0.04;-0.02;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8848;No;552;552;91;950;0.04;-0.02;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8878;No;552;552;91;956;0.04;-0.02;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8909;No;552;552;91;963;0.04;-0.01;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8966;No;552;552;91;970;0.04;-0.01;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
8997;No;552;552;91;977;0.04;-0.01;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
9028;No;551;551;91;984;0.04;-0.01;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
9058;No;551;551;91;991;0.04;-0.01;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
