time(ms);MISFIRE;CATEMP11(°C);CATEMP21(°C);ECT(°C);RPM(1/min);O2S12(V);O2S22(V);MISFIRE_MON;MFF_LOAD(%);MFF_THR_ANG(%);MISF_EVAL;KNK_CNTR_CYL1( );KNK_CNTR_CYL2( );KNK_CNTR_CYL3( );KNK_CNTR_CYL4( );KNK_CNTR_CYL5( );KNK_CNTR_CYL6( )
85590;No;548;548;92;1328;0.51;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
85620;No;548;548;92;1341;0.53;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
85650;No;548;548;92;1355;0.55;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
85682;No;548;548;92;1368;0.57;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
85710;No;548;548;92;1382;0.58;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
85741;No;548;548;92;1396;0.60;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
85771;No;548;548;92;1409;0.62;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
85802;No;548;548;92;1422;0.64;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
85857;No;548;548;92;1436;0.64;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
85889;No;548;548;92;1449;0.65;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
85921;No;548;548;92;1462;0.66;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
85951;No;548;548;92;1476;0.67;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
85979;No;548;548;92;1489;0.68;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86009;No;547;548;92;1502;0.68;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86039;No;547;547;92;1515;0.69;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86069;No;547;547;92;1528;0.70;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86100;No;547;547;92;1542;0.71;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86158;No;547;547;92;1555;0.72;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86191;No;547;547;92;1568;0.72;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86219;No;547;547;92;1582;0.73;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86250;No;547;547;92;1595;0.74;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86281;No;547;547;92;1608;0.75;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86310;No;547;547;92;1622;0.76;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86338;No;547;547;92;1635;0.76;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86370;No;547;547;92;1644;0.77;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86401;No;547;547;92;1653;0.77;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86478;No;547;547;92;1662;0.77;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86516;No;547;547;92;1671;0.77;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86549;No;547;547;92;1680;0.76;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86579;No;547;547;92;1689;0.76;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86610;No;547;547;92;1698;0.76;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86640;No;547;547;92;1708;0.76;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86670;No;547;547;92;1717;0.75;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86701;No;547;547;92;1726;0.75;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86757;No;547;547;92;1735;0.75;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86791;No;547;547;92;1744;0.75;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86819;No;547;547;92;1753;0.75;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86850;No;547;547;92;1762;0.74;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86881;No;547;547;92;1771;0.74;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86912;No;547;547;92;1780;0.74;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86940;No;547;547;92;1790;0.74;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
86973;No;547;547;92;1795;0.73;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87000;No;547;547;92;1800;0.73;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87061;No;547;547;92;1806;0.73;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87089;No;547;547;92;1811;0.73;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87119;No;547;547;92;1816;0.72;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87150;No;547;547;92;1822;0.72;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87181;No;547;547;92;1827;0.72;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87210;No;547;547;92;1832;0.72;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87239;No;547;547;92;1838;0.71;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87270;No;547;547;92;1843;0.71;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87301;No;547;547;92;1848;0.71;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87358;No;547;547;92;1854;0.71;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87394;No;547;547;92;1859;0.71;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87420;No;547;547;92;1865;0.70;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87453;No;547;547;92;1870;0.70;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87482;No;547;547;92;1876;0.70;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87509;No;547;547;92;1881;0.70;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87541;No;547;547;92;1888;0.69;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87571;No;547;547;92;1896;0.70;0.70;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87600;No;547;547;92;1903;0.70;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87657;No;547;547;92;1910;0.70;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87691;No;547;547;92;1918;0.70;0.71;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87737;No;547;547;92;1926;0.70;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87750;No;547;547;92;1933;0.70;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87780;No;547;547;92;1940;0.70;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87811;No;547;547;92;1948;0.71;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87840;No;547;547;92;1955;0.71;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87872;No;548;547;92;1962;0.71;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87902;No;548;548;92;1970;0.71;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87957;No;548;548;92;1978;0.71;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
87996;No;548;548;92;1985;0.71;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88018;No;548;548;92;1992;0.71;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88051;No;548;548;92;2000;0.72;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88080;No;548;548;92;2007;0.72;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88111;No;548;548;92;2007;0.72;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88140;No;548;548;92;2007;0.72;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88171;No;548;548;92;2007;0.73;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88202;No;548;548;92;2007;0.73;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88260;No;548;548;92;2007;0.73;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88290;No;548;548;92;2007;0.74;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88319;No;548;548;92;2007;0.74;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88350;No;548;548;92;2007;0.74;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88380;No;548;548;92;2007;0.75;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88411;No;548;548;92;2007;0.75;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88440;No;549;548;92;2007;0.75;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88471;No;549;549;92;2007;0.76;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88502;No;549;549;92;2007;0.76;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88562;No;549;549;92;2007;0.76;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88590;No;549;549;92;2007;0.77;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88621;No;549;549;92;2007;0.77;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88651;No;549;549;92;2007;0.77;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88682;No;549;549;92;1985;0.78;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88711;No;549;549;92;1962;0.78;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88740;No;549;549;92;1940;0.78;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88771;No;549;549;92;1917;0.78;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88800;No;549;549;92;1895;0.79;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88858;No;549;549;92;1872;0.79;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88891;No;549;549;92;1850;0.79;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88924;No;549;549;92;1828;0.79;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88951;No;549;549;92;1805;0.80;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
88981;No;549;549;92;1782;0.80;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89019;No;549;550;92;1760;0.80;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89039;No;549;550;92;1738;0.80;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89070;No;550;550;92;1715;0.80;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89101;No;550;550;92;1693;0.81;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89157;No;550;550;92;1670;0.81;0.77;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89190;No;550;550;92;1648;0.81;0.77;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89221;No;550;550;92;1625;0.81;0.77;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89251;No;550;550;92;1615;0.82;0.77;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89283;No;550;550;92;1604;0.82;0.78;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89312;No;550;550;92;1594;0.82;0.78;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89340;No;550;550;92;1583;0.81;0.77;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89372;No;550;550;92;1572;0.81;0.77;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89403;No;550;550;92;1562;0.81;0.77;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89457;No;550;550;92;1551;0.81;0.77;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89490;No;550;550;92;1541;0.81;0.77;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89522;No;550;550;92;1530;0.81;0.77;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89551;No;550;550;92;1520;0.81;0.77;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89581;No;550;550;92;1509;0.81;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89612;No;550;550;92;1498;0.81;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89640;No;550;550;92;1488;0.81;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89672;No;550;550;92;1478;0.81;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89702;No;551;550;92;1467;0.81;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89756;No;551;551;92;1456;0.81;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89792;No;551;551;92;1446;0.81;0.76;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89820;No;551;551;92;1446;0.81;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89853;No;551;551;92;1446;0.81;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89881;No;551;551;92;1446;0.80;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89912;No;551;551;92;1446;0.80;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89940;No;551;551;92;1446;0.80;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
89971;No;551;551;92;1446;0.80;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90004;No;551;551;92;1446;0.80;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90056;No;551;551;92;1447;0.80;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90090;No;551;551;92;1447;0.79;0.75;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90122;No;551;551;92;1447;0.79;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90153;No;551;551;92;1447;0.79;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90183;No;551;551;92;1447;0.79;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90213;No;551;551;92;1447;0.79;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90242;No;552;551;92;1448;0.79;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90270;No;552;552;92;1448;0.79;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90356;No;552;552;92;1448;0.79;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90391;No;552;552;92;1448;0.78;0.74;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90418;No;552;552;92;1442;0.78;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90451;No;552;552;92;1436;0.78;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90481;No;552;552;92;1430;0.78;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90510;No;552;552;92;1424;0.78;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90542;No;552;552;92;1418;0.78;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90570;No;552;552;92;1413;0.78;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90601;No;552;552;92;1407;0.78;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90657;No;552;552;92;1401;0.78;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90691;No;552;552;92;1395;0.78;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90719;No;552;552;92;1389;0.77;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90750;No;552;552;92;1384;0.77;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90781;No;552;552;92;1378;0.77;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90811;No;552;552;92;1372;0.77;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90839;No;553;552;92;1366;0.77;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90870;No;553;553;92;1360;0.77;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90901;No;553;553;92;1354;0.77;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90956;No;553;553;92;1348;0.77;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
90992;No;553;553;92;1344;0.77;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91019;No;553;553;92;1340;0.77;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91049;No;553;553;92;1336;0.77;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91081;No;553;553;92;1332;0.76;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91112;No;553;553;92;1328;0.76;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91141;No;553;553;92;1324;0.76;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91172;No;553;553;92;1320;0.76;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91200;No;553;553;92;1316;0.76;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91257;No;553;553;92;1312;0.76;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91292;No;553;553;92;1308;0.76;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91321;No;553;553;92;1304;0.76;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91352;No;553;553;92;1300;0.76;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91378;No;553;553;92;1296;0.76;0.73;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91410;No;553;553;92;1292;0.76;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91439;No;553;554;92;1288;0.76;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91470;No;553;554;92;1284;0.75;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91502;No;553;554;92;1280;0.75;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91581;No;553;554;92;1279;0.75;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91621;No;554;554;92;1278;0.74;0.72;Enabled;66.38;21.92;Yes;0;0;0;0;0;0
91651;No;554;554;92;1278;0.72;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
91679;No;554;554;92;1276;0.70;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
91711;No;554;554;92;1276;0.68;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
91740;No;554;554;92;1275;0.66;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
91769;No;554;554;92;1274;0.65;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
91801;No;554;554;92;1273;0.63;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
91857;No;554;554;92;1272;0.61;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
91892;No;554;554;92;1271;0.59;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
91920;No;554;554;92;1270;0.58;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
91951;No;554;554;92;1269;0.56;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
91981;No;554;554;92;1268;0.54;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92010;No;554;554;92;1268;0.52;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92042;No;554;554;92;1266;0.50;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92071;No;554;554;92;1266;0.49;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92102;No;554;554;92;1265;0.47;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92159;No;554;554;92;1264;0.45;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92191;No;554;554;92;1263;0.43;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92220;No;554;554;92;1262;0.41;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92252;No;554;554;92;1262;0.39;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92279;No;554;554;92;1261;0.37;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92311;No;554;554;92;1260;0.35;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92341;No;554;554;92;1260;0.33;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92369;No;554;554;92;1259;0.31;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92402;No;554;554;92;1258;0.29;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92458;No;554;554;92;1258;0.27;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92491;No;554;554;92;1257;0.25;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92520;No;554;554;92;1256;0.24;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92550;No;554;554;92;1255;0.22;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92581;No;554;554;92;1254;0.20;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92612;No;554;554;92;1254;0.18;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92641;No;554;554;92;1253;0.16;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92670;No;554;554;92;1252;0.14;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92702;No;554;554;92;1254;0.12;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92758;No;554;554;92;1256;0.12;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92792;No;554;554;92;1258;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92820;No;554;554;92;1260;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92859;No;554;554;92;1262;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92879;No;554;554;92;1264;0.10;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92912;No;554;554;92;1266;0.10;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92941;No;554;554;92;1268;0.10;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
92973;No;554;554;92;1270;0.09;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93000;No;554;554;92;1272;0.09;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93057;No;554;554;92;1274;0.09;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93091;No;554;554;92;1276;0.09;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93119;No;554;554;92;1278;0.08;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93149;No;554;554;92;1280;0.08;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93180;No;554;554;92;1282;0.08;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93210;No;554;554;92;1284;0.08;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93242;No;554;554;92;1286;0.07;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93271;No;554;554;92;1287;0.07;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93302;No;554;554;92;1288;0.07;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93357;No;554;554;92;1288;0.07;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93393;No;554;554;92;1289;0.07;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93419;No;554;554;92;1289;0.08;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93450;No;554;554;92;1290;0.08;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93484;No;554;554;92;1290;0.08;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93511;No;554;554;92;1291;0.08;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93540;No;554;554;92;1292;0.08;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93570;No;554;554;92;1292;0.08;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93601;No;554;554;92;1293;0.08;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93656;No;554;554;92;1294;0.08;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93692;No;554;554;92;1294;0.09;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93721;No;554;554;92;1295;0.09;0.71;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93751;No;554;554;92;1296;0.09;0.71;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93782;No;554;554;92;1296;0.09;0.71;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93811;No;554;554;92;1297;0.09;0.71;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93840;No;554;554;92;1291;0.09;0.71;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93871;No;554;554;92;1285;0.09;0.71;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93902;No;554;554;92;1279;0.10;0.71;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93956;No;554;554;92;1273;0.10;0.71;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
93990;No;554;554;92;1267;0.10;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94022;No;554;554;92;1261;0.10;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94052;No;554;554;92;1255;0.10;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94079;No;554;554;92;1249;0.10;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94109;No;554;554;92;1243;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94170;No;554;554;92;1237;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94200;No;554;554;92;1232;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94256;No;554;554;92;1226;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94290;No;554;554;92;1220;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94321;No;554;554;92;1214;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94349;No;554;554;92;1208;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94381;No;554;554;92;1202;0.12;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94412;No;554;554;92;1196;0.12;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94438;No;554;554;92;1190;0.12;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94471;No;554;554;92;1185;0.12;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94501;No;554;554;92;1180;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94557;No;554;554;92;1175;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94591;No;554;554;92;1169;0.11;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94621;No;554;554;92;1164;0.10;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94651;No;554;554;92;1159;0.10;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
94681;No;554;554;93;1154;0.10;0.72;Disabled;66.38;21.92;Yes;0;0;0;0;0;0
